complaint_id,latent_syndicate_id,filer_cohort,hop_count_actual,cashout_zone_id,cmp_before_cashout,edge_case_tag
V2CMP_0017139,LSYN_0081,normal,5,V2_ZID_067,False,CROSS_STATE|CROSS_REGION
V2CMP_0017140,LSYN_0643,normal,0,V2_ZID_052,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017141,LSYN_0484,fast,4,V2_ZID_100,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017142,LSYN_0160,fast,5,V2_ZID_092,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017143,LSYN_0359,slow,2,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017144,LSYN_0348,fast,5,V2_ZID_054,True,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017145,LSYN_0441,normal,3,V2_ZID_095,False,CROSS_STATE
V2CMP_0017146,LSYN_0747,slow,6,V2_ZID_012,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017147,LSYN_0446,normal,3,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0017148,LSYN_0333,fast,5,V2_ZID_044,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017149,LSYN_0157,fast,6,V2_ZID_039,True,LONG_CHAIN|CROSS_STATE|INTERVENTION
V2CMP_0017150,LSYN_0564,slow,3,V2_ZID_036,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017151,LSYN_0795,slow,2,V2_ZID_114,False,CROSS_STATE|CROSS_REGION
V2CMP_0017152,LSYN_0555,fast,4,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0017153,LSYN_0121,normal,1,V2_ZID_111,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017154,LSYN_0384,normal,3,V2_ZID_014,False,CROSS_STATE
V2CMP_0017155,LSYN_0512,fast,2,V2_ZID_074,False,CROSS_STATE|CROSS_REGION
V2CMP_0017156,LSYN_0674,normal,1,V2_ZID_054,False,CROSS_STATE|VERY_SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017157,LSYN_0029,slow,3,V2_ZID_032,False,CROSS_STATE
V2CMP_0017158,LSYN_0060,slow,3,V2_ZID_039,False,CROSS_STATE|CROSS_REGION
V2CMP_0017159,LSYN_0293,normal,2,V2_ZID_061,False,CROSS_STATE|CROSS_REGION
V2CMP_0017160,LSYN_0413,normal,4,V2_ZID_104,True,CROSS_STATE|CROSS_REGION|INTERVENTION|SHORT_WINDOW
V2CMP_0017161,LSYN_0484,normal,8,V2_ZID_091,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017162,LSYN_0148,normal,5,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0017163,LSYN_0291,normal,7,V2_ZID_021,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017164,LSYN_0269,normal,8,V2_ZID_087,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017165,LSYN_0103,normal,2,V2_ZID_059,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017166,LSYN_0262,fast,2,V2_ZID_099,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017167,LSYN_0432,normal,3,V2_ZID_058,True,CROSS_STATE|CROSS_REGION
V2CMP_0017168,LSYN_0223,fast,5,V2_ZID_078,False,CROSS_STATE|CROSS_REGION
V2CMP_0017169,LSYN_0525,fast,0,V2_ZID_120,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017170,LSYN_0494,fast,2,V2_ZID_115,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017171,LSYN_0882,normal,6,V2_ZID_103,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017172,LSYN_0856,normal,1,V2_ZID_078,False,CROSS_STATE|CROSS_REGION
V2CMP_0017173,LSYN_0334,normal,5,V2_ZID_019,False,CROSS_STATE|CROSS_REGION
V2CMP_0017174,LSYN_0271,normal,5,V2_ZID_116,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017175,LSYN_0220,fast,3,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017176,LSYN_0886,normal,3,V2_ZID_032,False,CROSS_STATE|CROSS_REGION
V2CMP_0017177,LSYN_0302,normal,7,V2_ZID_029,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017178,LSYN_0352,slow,7,V2_ZID_018,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017179,LSYN_0215,normal,4,V2_ZID_006,False,SAME_STATE|VERY_SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017180,LSYN_0638,normal,4,V2_ZID_036,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017181,LSYN_0300,normal,2,V2_ZID_056,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017182,LSYN_0665,slow,1,V2_ZID_015,False,CROSS_STATE|CROSS_REGION
V2CMP_0017183,LSYN_0301,normal,1,V2_ZID_042,False,CROSS_STATE|CROSS_REGION
V2CMP_0017184,LSYN_0373,fast,1,V2_ZID_027,False,CROSS_STATE|CROSS_REGION
V2CMP_0017185,LSYN_0400,fast,3,V2_ZID_042,False,CROSS_STATE|CROSS_REGION
V2CMP_0017186,LSYN_0618,normal,5,V2_ZID_053,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017187,LSYN_0496,normal,4,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0017188,LSYN_0419,slow,3,V2_ZID_043,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017189,LSYN_0879,normal,4,V2_ZID_066,False,CROSS_STATE
V2CMP_0017190,LSYN_0229,slow,7,V2_ZID_009,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017191,LSYN_0579,fast,5,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0017192,LSYN_0237,normal,1,V2_ZID_067,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017193,LSYN_0311,normal,4,V2_ZID_058,False,CROSS_STATE|CROSS_REGION
V2CMP_0017194,LSYN_0548,slow,3,V2_ZID_042,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017195,LSYN_0723,normal,4,V2_ZID_053,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017196,LSYN_0873,slow,3,V2_ZID_046,False,CROSS_STATE|CROSS_REGION
V2CMP_0017197,LSYN_0275,normal,6,V2_ZID_118,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017198,LSYN_0277,normal,2,V2_ZID_054,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017199,LSYN_0222,fast,4,V2_ZID_053,False,CROSS_STATE|CROSS_REGION
V2CMP_0017200,LSYN_0226,slow,4,V2_ZID_114,False,CROSS_STATE|CROSS_REGION
V2CMP_0017201,LSYN_0005,normal,5,V2_ZID_097,False,CROSS_STATE|CROSS_REGION
V2CMP_0017202,LSYN_0724,slow,4,V2_ZID_063,False,SAME_STATE|SAME_ZONE|LONG_WINDOW|HOTSPOT_TARGET
V2CMP_0017203,LSYN_0505,fast,5,V2_ZID_032,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017204,LSYN_0168,normal,2,V2_ZID_039,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0017205,LSYN_0005,fast,2,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0017206,LSYN_0366,normal,3,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0017207,LSYN_0690,normal,3,V2_ZID_002,False,CROSS_STATE|CROSS_REGION
V2CMP_0017208,LSYN_0822,slow,4,V2_ZID_101,False,CROSS_STATE|CROSS_REGION
V2CMP_0017209,LSYN_0394,slow,3,V2_ZID_114,False,CROSS_STATE
V2CMP_0017210,LSYN_0249,fast,4,V2_ZID_115,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017211,LSYN_0065,normal,1,V2_ZID_113,False,CROSS_STATE|CROSS_REGION
V2CMP_0017212,LSYN_0722,normal,0,V2_ZID_112,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0017213,LSYN_0894,slow,2,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0017214,LSYN_0454,normal,3,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017215,LSYN_0144,normal,2,V2_ZID_109,False,SAME_STATE|SAME_ZONE|SHORT_WINDOW
V2CMP_0017216,LSYN_0120,normal,3,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017217,LSYN_0320,normal,5,V2_ZID_027,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017218,LSYN_0727,fast,3,V2_ZID_068,False,CROSS_STATE|CROSS_REGION
V2CMP_0017219,LSYN_0595,normal,2,V2_ZID_072,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017220,LSYN_0531,normal,3,V2_ZID_035,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017221,LSYN_0544,normal,4,V2_ZID_092,False,CROSS_STATE|CROSS_REGION
V2CMP_0017222,LSYN_0249,fast,1,V2_ZID_114,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017223,LSYN_0588,slow,4,V2_ZID_092,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017224,LSYN_0539,fast,3,V2_ZID_008,False,CROSS_STATE|CROSS_REGION
V2CMP_0017225,LSYN_0285,normal,2,V2_ZID_076,False,CROSS_STATE|CROSS_REGION
V2CMP_0017226,LSYN_0084,normal,4,V2_ZID_023,False,SAME_STATE|SAME_ZONE|SHORT_WINDOW
V2CMP_0017227,LSYN_0453,normal,3,V2_ZID_042,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017228,LSYN_0661,slow,3,V2_ZID_104,False,CROSS_STATE|CROSS_REGION
V2CMP_0017229,LSYN_0823,normal,1,V2_ZID_039,False,CROSS_STATE|CROSS_REGION
V2CMP_0017230,LSYN_0589,fast,3,V2_ZID_029,False,CROSS_STATE|CROSS_REGION
V2CMP_0017231,LSYN_0496,slow,8,V2_ZID_004,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017232,LSYN_0301,slow,4,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017233,LSYN_0760,slow,1,V2_ZID_064,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017234,LSYN_0109,normal,1,V2_ZID_038,False,CROSS_STATE|CROSS_REGION
V2CMP_0017235,LSYN_0839,normal,0,V2_ZID_010,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0017236,LSYN_0276,normal,2,V2_ZID_003,False,CROSS_STATE|CROSS_REGION
V2CMP_0017237,LSYN_0747,normal,4,V2_ZID_026,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017238,LSYN_0723,slow,8,V2_ZID_090,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017239,LSYN_0377,normal,3,V2_ZID_099,False,CROSS_STATE|CROSS_REGION
V2CMP_0017240,LSYN_0558,normal,6,V2_ZID_076,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017241,LSYN_0544,normal,1,V2_ZID_056,False,CROSS_STATE|CROSS_REGION
V2CMP_0017242,LSYN_0459,normal,2,V2_ZID_028,False,CROSS_STATE|CROSS_REGION
V2CMP_0017243,LSYN_0499,fast,3,V2_ZID_021,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017244,LSYN_0032,normal,4,V2_ZID_119,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017245,LSYN_0189,normal,4,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017246,LSYN_0168,fast,1,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0017247,LSYN_0858,normal,3,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0017248,LSYN_0006,fast,2,V2_ZID_063,True,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017249,LSYN_0009,normal,2,V2_ZID_002,False,CROSS_STATE|CROSS_REGION
V2CMP_0017250,LSYN_0083,slow,4,V2_ZID_053,False,CROSS_STATE|CROSS_REGION
V2CMP_0017251,LSYN_0344,slow,2,V2_ZID_054,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017252,LSYN_0108,fast,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION
V2CMP_0017253,LSYN_0608,fast,3,V2_ZID_041,True,CROSS_STATE|CROSS_REGION|INTERVENTION|VERY_SHORT_WINDOW
V2CMP_0017254,LSYN_0442,normal,3,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0017255,LSYN_0115,normal,2,V2_ZID_118,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017256,LSYN_0109,normal,3,V2_ZID_098,False,CROSS_STATE|CROSS_REGION
V2CMP_0017257,LSYN_0617,fast,4,V2_ZID_031,False,CROSS_STATE|CROSS_REGION
V2CMP_0017258,LSYN_0244,normal,4,V2_ZID_104,False,CROSS_STATE|CROSS_REGION
V2CMP_0017259,LSYN_0769,normal,5,V2_ZID_066,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017260,LSYN_0832,normal,1,V2_ZID_052,False,CROSS_STATE|CROSS_REGION
V2CMP_0017261,LSYN_0495,normal,1,V2_ZID_100,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017262,LSYN_0063,fast,2,V2_ZID_035,False,CROSS_STATE|CROSS_REGION
V2CMP_0017263,LSYN_0895,normal,1,V2_ZID_051,False,CROSS_STATE|CROSS_REGION
V2CMP_0017264,LSYN_0012,normal,1,V2_ZID_061,False,CROSS_STATE|CROSS_REGION
V2CMP_0017265,LSYN_0881,fast,4,V2_ZID_068,False,CROSS_STATE
V2CMP_0017266,LSYN_0285,fast,4,V2_ZID_102,False,CROSS_STATE|CROSS_REGION
V2CMP_0017267,LSYN_0497,slow,5,V2_ZID_053,False,CROSS_STATE|CROSS_REGION
V2CMP_0017268,LSYN_0824,normal,1,V2_ZID_083,False,CROSS_STATE|CROSS_REGION
V2CMP_0017269,LSYN_0206,normal,2,V2_ZID_031,False,CROSS_STATE|CROSS_REGION
V2CMP_0017270,LSYN_0649,fast,2,V2_ZID_082,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017271,LSYN_0696,fast,3,V2_ZID_034,False,CROSS_STATE
V2CMP_0017272,LSYN_0355,normal,3,V2_ZID_068,False,CROSS_STATE|CROSS_REGION
V2CMP_0017273,LSYN_0812,normal,2,V2_ZID_045,False,CROSS_STATE|CROSS_REGION
V2CMP_0017274,LSYN_0618,normal,1,V2_ZID_100,False,CROSS_STATE|CROSS_REGION
V2CMP_0017275,LSYN_0643,fast,2,V2_ZID_057,False,CROSS_STATE|CROSS_REGION
V2CMP_0017276,LSYN_0635,normal,1,V2_ZID_010,False,CROSS_STATE|CROSS_REGION
V2CMP_0017277,LSYN_0867,normal,1,V2_ZID_098,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017278,LSYN_0259,fast,5,V2_ZID_068,False,CROSS_STATE|CROSS_REGION
V2CMP_0017279,LSYN_0759,normal,3,V2_ZID_070,False,CROSS_STATE|CROSS_REGION
V2CMP_0017280,LSYN_0027,fast,4,V2_ZID_067,False,CROSS_STATE|CROSS_REGION
V2CMP_0017281,LSYN_0277,normal,3,V2_ZID_003,False,SAME_STATE|VERY_SHORT_WINDOW
V2CMP_0017282,LSYN_0618,normal,4,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0017283,LSYN_0063,normal,3,V2_ZID_044,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017284,LSYN_0329,normal,2,V2_ZID_071,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017285,LSYN_0479,normal,3,V2_ZID_107,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017286,LSYN_0329,normal,3,V2_ZID_023,False,CROSS_STATE|CROSS_REGION
V2CMP_0017287,LSYN_0480,slow,3,V2_ZID_010,False,CROSS_STATE|CROSS_REGION
V2CMP_0017288,LSYN_0035,normal,6,V2_ZID_094,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017289,LSYN_0725,normal,1,V2_ZID_026,False,CROSS_STATE|CROSS_REGION
V2CMP_0017290,LSYN_0526,normal,5,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0017291,LSYN_0690,normal,5,V2_ZID_046,False,CROSS_STATE|CROSS_REGION
V2CMP_0017292,LSYN_0433,normal,2,V2_ZID_021,False,SAME_STATE|SAME_ZONE
V2CMP_0017293,LSYN_0073,fast,2,V2_ZID_098,False,CROSS_STATE
V2CMP_0017294,LSYN_0641,fast,2,V2_ZID_117,False,CROSS_STATE|CROSS_REGION
V2CMP_0017295,LSYN_0509,normal,1,V2_ZID_005,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017296,LSYN_0184,normal,4,V2_ZID_014,False,CROSS_STATE|CROSS_REGION
V2CMP_0017297,LSYN_0821,slow,1,V2_ZID_023,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0017298,LSYN_0142,fast,5,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0017299,LSYN_0865,normal,3,V2_ZID_057,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017300,LSYN_0351,normal,2,V2_ZID_084,False,CROSS_STATE|CROSS_REGION
V2CMP_0017301,LSYN_0077,fast,2,V2_ZID_114,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0017302,LSYN_0515,normal,3,V2_ZID_029,False,CROSS_STATE|CROSS_REGION
V2CMP_0017303,LSYN_0639,normal,3,V2_ZID_008,False,CROSS_STATE|CROSS_REGION
V2CMP_0017304,LSYN_0391,slow,0,V2_ZID_071,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017305,LSYN_0741,fast,1,V2_ZID_065,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017306,LSYN_0155,fast,6,V2_ZID_118,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017307,LSYN_0360,normal,2,V2_ZID_074,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017308,LSYN_0482,normal,1,V2_ZID_028,False,CROSS_STATE|CROSS_REGION
V2CMP_0017309,LSYN_0105,normal,3,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017310,LSYN_0810,normal,3,V2_ZID_064,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017311,LSYN_0518,normal,4,V2_ZID_045,False,CROSS_STATE
V2CMP_0017312,LSYN_0219,normal,2,V2_ZID_003,False,CROSS_STATE|CROSS_REGION
V2CMP_0017313,LSYN_0333,normal,2,V2_ZID_097,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017314,LSYN_0004,normal,0,V2_ZID_110,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017315,LSYN_0586,normal,3,V2_ZID_058,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017316,LSYN_0006,slow,5,V2_ZID_010,False,CROSS_STATE
V2CMP_0017317,LSYN_0409,slow,5,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0017318,LSYN_0669,normal,2,V2_ZID_030,False,CROSS_STATE|CROSS_REGION
V2CMP_0017319,LSYN_0072,fast,4,V2_ZID_091,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017320,LSYN_0818,normal,3,V2_ZID_076,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017321,LSYN_0350,fast,7,V2_ZID_050,False,LONG_CHAIN|SAME_STATE
V2CMP_0017322,LSYN_0731,slow,4,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017323,LSYN_0557,fast,2,V2_ZID_028,True,SAME_STATE|INTERVENTION|LONG_WINDOW
V2CMP_0017324,LSYN_0105,fast,1,V2_ZID_038,False,CROSS_STATE|CROSS_REGION
V2CMP_0017325,LSYN_0458,normal,1,V2_ZID_114,True,CROSS_STATE|INTERVENTION|LONG_WINDOW
V2CMP_0017326,LSYN_0189,slow,4,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0017327,LSYN_0114,normal,3,V2_ZID_040,False,SAME_STATE|CROSS_REGION
V2CMP_0017328,LSYN_0697,normal,4,V2_ZID_096,False,CROSS_STATE|CROSS_REGION
V2CMP_0017329,LSYN_0384,normal,3,V2_ZID_113,True,CROSS_STATE|INTERVENTION|SHORT_WINDOW
V2CMP_0017330,LSYN_0037,normal,1,V2_ZID_022,False,CROSS_STATE|CROSS_REGION
V2CMP_0017331,LSYN_0363,normal,2,V2_ZID_078,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017332,LSYN_0872,normal,2,V2_ZID_081,False,SAME_STATE
V2CMP_0017333,LSYN_0266,slow,6,V2_ZID_003,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017334,LSYN_0723,fast,3,V2_ZID_053,False,CROSS_STATE|CROSS_REGION
V2CMP_0017335,LSYN_0524,slow,3,V2_ZID_072,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017336,LSYN_0156,normal,0,V2_ZID_076,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017337,LSYN_0775,normal,3,V2_ZID_107,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017338,LSYN_0601,fast,4,V2_ZID_087,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017339,LSYN_0342,normal,4,V2_ZID_046,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0017340,LSYN_0032,fast,2,V2_ZID_043,False,CROSS_STATE|CROSS_REGION
V2CMP_0017341,LSYN_0117,normal,1,V2_ZID_052,False,CROSS_STATE|CROSS_REGION
V2CMP_0017342,LSYN_0811,normal,3,V2_ZID_043,False,CROSS_STATE|CROSS_REGION
V2CMP_0017343,LSYN_0733,slow,3,V2_ZID_018,False,CROSS_STATE|CROSS_REGION
V2CMP_0017344,LSYN_0759,normal,5,V2_ZID_108,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017345,LSYN_0769,normal,2,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017346,LSYN_0161,normal,5,V2_ZID_021,False,CROSS_STATE|CROSS_REGION
V2CMP_0017347,LSYN_0696,normal,3,V2_ZID_020,False,CROSS_STATE|CROSS_REGION
V2CMP_0017348,LSYN_0271,normal,0,V2_ZID_094,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0017349,LSYN_0248,normal,4,V2_ZID_038,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017350,LSYN_0902,normal,1,V2_ZID_061,False,CROSS_STATE|CROSS_REGION
V2CMP_0017351,LSYN_0354,normal,0,V2_ZID_103,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017352,LSYN_0130,fast,7,V2_ZID_039,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017353,LSYN_0581,fast,5,V2_ZID_054,True,CROSS_STATE|CROSS_REGION|INTERVENTION|HOTSPOT_TARGET
V2CMP_0017354,LSYN_0425,fast,2,V2_ZID_038,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017355,LSYN_0489,fast,2,V2_ZID_017,False,CROSS_STATE|CROSS_REGION
V2CMP_0017356,LSYN_0264,normal,4,V2_ZID_027,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0017357,LSYN_0472,slow,4,V2_ZID_112,False,CROSS_STATE|CROSS_REGION
V2CMP_0017358,LSYN_0285,fast,2,V2_ZID_048,False,CROSS_STATE|CROSS_REGION
V2CMP_0017359,LSYN_0622,normal,2,V2_ZID_033,False,CROSS_STATE|CROSS_REGION
V2CMP_0017360,LSYN_0771,normal,3,V2_ZID_001,False,CROSS_STATE|CROSS_REGION
V2CMP_0017361,LSYN_0233,slow,2,V2_ZID_111,False,CROSS_STATE|CROSS_REGION
V2CMP_0017362,LSYN_0885,normal,3,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0017363,LSYN_0391,slow,7,V2_ZID_067,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017364,LSYN_0587,normal,7,V2_ZID_040,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0017365,LSYN_0079,slow,7,V2_ZID_114,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0017366,LSYN_0345,normal,1,V2_ZID_005,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0017367,LSYN_0692,fast,4,V2_ZID_072,True,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0017368,LSYN_0624,normal,3,V2_ZID_059,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0017369,LSYN_0518,slow,2,V2_ZID_106,False,CROSS_STATE|CROSS_REGION
V2CMP_0017370,LSYN_0772,normal,4,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0017371,LSYN_0506,normal,4,V2_ZID_023,False,CROSS_STATE|CROSS_REGION
V2CMP_0017372,LSYN_0013,normal,4,V2_ZID_033,False,CROSS_STATE|CROSS_REGION
V2CMP_0017373,LSYN_0669,fast,2,V2_ZID_095,False,CROSS_STATE|CROSS_REGION
V2CMP_0017374,LSYN_0854,fast,5,V2_ZID_008,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0017375,LSYN_0852,normal,2,V2_ZID_017,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017376,LSYN_0893,fast,4,V2_ZID_104,True,CROSS_STATE|CROSS_REGION
V2CMP_0017377,LSYN_0711,slow,2,V2_ZID_116,False,CROSS_STATE|CROSS_REGION
V2CMP_0017378,LSYN_0100,normal,6,V2_ZID_105,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|CENSORED|LONG_WINDOW
V2CMP_0017379,LSYN_0053,slow,1,V2_ZID_037,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0017380,LSYN_0187,normal,1,V2_ZID_034,False,CROSS_STATE|CROSS_REGION
