entity_id,syndicate_id,tier,operating_zone_ids,high_entropy,num_accounts
ENT_V2_003698,LSYN_0188,C,"V2_ZID_108,V2_ZID_117,V2_ZID_066,V2_ZID_027,V2_ZID_039,V2_ZID_016,V2_ZID_029",True,1
ENT_V2_003699,LSYN_0188,C,"V2_ZID_071,V2_ZID_009",False,1
ENT_V2_003700,LSYN_0188,C,"V2_ZID_076,V2_ZID_071,V2_ZID_113",False,2
ENT_V2_003701,LSYN_0188,C,"V2_ZID_057,V2_ZID_114",False,6
ENT_V2_003702,LSYN_0188,C,V2_ZID_114,False,1
ENT_V2_003703,LSYN_0188,C,"V2_ZID_007,V2_ZID_071",False,4
ENT_V2_003704,LSYN_0188,C,"V2_ZID_076,V2_ZID_071",False,1
ENT_V2_003705,LSYN_0188,C,"V2_ZID_076,V2_ZID_117",False,2
ENT_V2_003706,LSYN_0188,C,V2_ZID_071,False,1
ENT_V2_003707,LSYN_0188,C,"V2_ZID_084,V2_ZID_071",False,2
ENT_V2_003708,LSYN_0188,C,V2_ZID_076,False,2
ENT_V2_003709,LSYN_0189,C,"V2_ZID_031,V2_ZID_013,V2_ZID_063",False,6
ENT_V2_003710,LSYN_0189,C,V2_ZID_058,False,1
ENT_V2_003711,LSYN_0189,C,"V2_ZID_013,V2_ZID_058,V2_ZID_063",False,1
ENT_V2_003712,LSYN_0189,C,V2_ZID_013,False,4
ENT_V2_003713,LSYN_0189,C,"V2_ZID_010,V2_ZID_031",False,1
ENT_V2_003714,LSYN_0189,C,"V2_ZID_062,V2_ZID_058",False,1
ENT_V2_003715,LSYN_0189,C,"V2_ZID_013,V2_ZID_031",False,1
ENT_V2_003716,LSYN_0189,C,V2_ZID_031,False,1
ENT_V2_003717,LSYN_0189,C,"V2_ZID_063,V2_ZID_058",False,1
ENT_V2_003718,LSYN_0189,C,V2_ZID_050,False,3
ENT_V2_003719,LSYN_0189,C,V2_ZID_009,False,1
ENT_V2_003720,LSYN_0189,C,V2_ZID_013,False,5
ENT_V2_003721,LSYN_0189,C,"V2_ZID_013,V2_ZID_021,V2_ZID_058",False,1
ENT_V2_003722,LSYN_0189,C,"V2_ZID_058,V2_ZID_063,V2_ZID_061",False,1
ENT_V2_003723,LSYN_0189,C,"V2_ZID_031,V2_ZID_098",False,6
ENT_V2_003724,LSYN_0189,C,"V2_ZID_014,V2_ZID_101,V2_ZID_113,V2_ZID_103,V2_ZID_120,V2_ZID_003,V2_ZID_114",True,6
ENT_V2_003725,LSYN_0189,C,"V2_ZID_058,V2_ZID_013",False,1
ENT_V2_003726,LSYN_0189,C,"V2_ZID_058,V2_ZID_013,V2_ZID_031",False,2
ENT_V2_003727,LSYN_0189,C,V2_ZID_063,False,4
ENT_V2_003728,LSYN_0189,C,V2_ZID_093,False,1
ENT_V2_003729,LSYN_0189,C,V2_ZID_013,False,6
ENT_V2_003730,LSYN_0189,C,"V2_ZID_058,V2_ZID_031",False,2
ENT_V2_003731,LSYN_0189,C,V2_ZID_058,False,6
ENT_V2_003732,LSYN_0189,C,V2_ZID_031,False,1
ENT_V2_003733,LSYN_0190,C,V2_ZID_015,False,4
ENT_V2_003734,LSYN_0190,C,"V2_ZID_098,V2_ZID_101,V2_ZID_082",False,1
ENT_V2_003735,LSYN_0190,C,"V2_ZID_101,V2_ZID_098",False,3
ENT_V2_003736,LSYN_0190,C,"V2_ZID_101,V2_ZID_098",False,3
ENT_V2_003737,LSYN_0190,C,"V2_ZID_098,V2_ZID_101",False,1
ENT_V2_003738,LSYN_0190,C,V2_ZID_098,False,3
ENT_V2_003739,LSYN_0190,C,"V2_ZID_075,V2_ZID_035,V2_ZID_115,V2_ZID_109,V2_ZID_085,V2_ZID_023,V2_ZID_098,V2_ZID_052",True,3
ENT_V2_003740,LSYN_0190,C,"V2_ZID_044,V2_ZID_101,V2_ZID_098",False,2
ENT_V2_003741,LSYN_0190,C,"V2_ZID_101,V2_ZID_034,V2_ZID_098",False,1
ENT_V2_003742,LSYN_0190,C,"V2_ZID_098,V2_ZID_101,V2_ZID_015",False,1
ENT_V2_003743,LSYN_0190,C,"V2_ZID_098,V2_ZID_060,V2_ZID_101",False,1
ENT_V2_003744,LSYN_0190,C,"V2_ZID_101,V2_ZID_098",False,6
ENT_V2_003745,LSYN_0190,C,V2_ZID_101,False,1
ENT_V2_003746,LSYN_0190,C,"V2_ZID_098,V2_ZID_042,V2_ZID_101",False,2
ENT_V2_003747,LSYN_0190,C,"V2_ZID_089,V2_ZID_098",False,3
ENT_V2_003748,LSYN_0190,C,"V2_ZID_029,V2_ZID_101",False,1
ENT_V2_003749,LSYN_0190,C,"V2_ZID_057,V2_ZID_101,V2_ZID_098",False,1
ENT_V2_003750,LSYN_0190,C,"V2_ZID_012,V2_ZID_101",False,6
ENT_V2_003751,LSYN_0190,C,"V2_ZID_101,V2_ZID_013",False,1
ENT_V2_003752,LSYN_0190,C,"V2_ZID_089,V2_ZID_101",False,1
ENT_V2_003753,LSYN_0190,C,"V2_ZID_044,V2_ZID_029,V2_ZID_075,V2_ZID_019,V2_ZID_039,V2_ZID_058,V2_ZID_061,V2_ZID_048",True,2
ENT_V2_003754,LSYN_0190,C,V2_ZID_098,False,1
ENT_V2_003755,LSYN_0190,C,"V2_ZID_101,V2_ZID_111,V2_ZID_098",False,6
ENT_V2_003756,LSYN_0190,C,V2_ZID_011,False,6
ENT_V2_003757,LSYN_0191,C,"V2_ZID_067,V2_ZID_079,V2_ZID_059",False,6
ENT_V2_003758,LSYN_0191,C,"V2_ZID_067,V2_ZID_068",False,6
ENT_V2_003759,LSYN_0191,C,V2_ZID_067,False,1
ENT_V2_003760,LSYN_0191,C,"V2_ZID_011,V2_ZID_041,V2_ZID_104,V2_ZID_062,V2_ZID_107,V2_ZID_040,V2_ZID_006,V2_ZID_050",True,1
ENT_V2_003761,LSYN_0191,C,"V2_ZID_059,V2_ZID_042,V2_ZID_067",False,6
ENT_V2_003762,LSYN_0191,C,"V2_ZID_086,V2_ZID_067",False,1
ENT_V2_003763,LSYN_0191,C,"V2_ZID_059,V2_ZID_029,V2_ZID_079",False,6
ENT_V2_003764,LSYN_0191,C,"V2_ZID_059,V2_ZID_067,V2_ZID_079",False,1
ENT_V2_003765,LSYN_0191,C,"V2_ZID_050,V2_ZID_059",False,3
ENT_V2_003766,LSYN_0191,C,V2_ZID_079,False,1
ENT_V2_003767,LSYN_0191,C,V2_ZID_079,False,1
ENT_V2_003768,LSYN_0191,C,"V2_ZID_067,V2_ZID_059,V2_ZID_077",False,1
ENT_V2_003769,LSYN_0191,C,"V2_ZID_049,V2_ZID_045,V2_ZID_048,V2_ZID_090,V2_ZID_096",True,1
ENT_V2_003770,LSYN_0191,C,"V2_ZID_020,V2_ZID_067",False,1
ENT_V2_003771,LSYN_0191,C,V2_ZID_059,False,1
ENT_V2_003772,LSYN_0191,C,"V2_ZID_079,V2_ZID_059",False,2
ENT_V2_003773,LSYN_0191,C,"V2_ZID_059,V2_ZID_073",False,6
ENT_V2_003774,LSYN_0191,C,V2_ZID_036,False,3
ENT_V2_003775,LSYN_0191,C,"V2_ZID_108,V2_ZID_059,V2_ZID_067",False,1
ENT_V2_003776,LSYN_0191,C,"V2_ZID_090,V2_ZID_059,V2_ZID_079",False,6
ENT_V2_003777,LSYN_0191,C,"V2_ZID_109,V2_ZID_009,V2_ZID_041,V2_ZID_120,V2_ZID_027,V2_ZID_045",True,1
ENT_V2_003778,LSYN_0191,C,V2_ZID_067,False,2
ENT_V2_003779,LSYN_0191,C,"V2_ZID_079,V2_ZID_023,V2_ZID_059",False,1
ENT_V2_003780,LSYN_0191,C,"V2_ZID_079,V2_ZID_059",False,1
ENT_V2_003781,LSYN_0192,C,"V2_ZID_027,V2_ZID_041,V2_ZID_057",False,2
ENT_V2_003782,LSYN_0192,C,"V2_ZID_030,V2_ZID_027",False,2
ENT_V2_003783,LSYN_0192,C,"V2_ZID_057,V2_ZID_018",False,1
ENT_V2_003784,LSYN_0192,C,"V2_ZID_027,V2_ZID_057",False,6
ENT_V2_003785,LSYN_0192,C,V2_ZID_042,False,2
ENT_V2_003786,LSYN_0192,C,"V2_ZID_057,V2_ZID_088",False,2
ENT_V2_003787,LSYN_0192,C,V2_ZID_057,False,4
ENT_V2_003788,LSYN_0192,C,V2_ZID_027,False,1
ENT_V2_003789,LSYN_0192,C,V2_ZID_027,False,1
ENT_V2_003790,LSYN_0192,C,"V2_ZID_057,V2_ZID_027",False,1
ENT_V2_003791,LSYN_0192,C,"V2_ZID_027,V2_ZID_057,V2_ZID_084",False,2
ENT_V2_003792,LSYN_0192,C,V2_ZID_027,False,1
ENT_V2_003793,LSYN_0192,C,"V2_ZID_005,V2_ZID_057,V2_ZID_027",False,6
ENT_V2_003794,LSYN_0192,C,"V2_ZID_108,V2_ZID_117,V2_ZID_007,V2_ZID_095,V2_ZID_044,V2_ZID_004,V2_ZID_055,V2_ZID_091",True,1
ENT_V2_003795,LSYN_0192,C,"V2_ZID_057,V2_ZID_027",False,1
ENT_V2_003796,LSYN_0192,C,"V2_ZID_027,V2_ZID_096",False,1
ENT_V2_003797,LSYN_0192,C,V2_ZID_042,False,1
ENT_V2_003798,LSYN_0192,C,"V2_ZID_057,V2_ZID_027",False,1
ENT_V2_003799,LSYN_0192,C,"V2_ZID_027,V2_ZID_057,V2_ZID_043",False,2
ENT_V2_003800,LSYN_0192,C,"V2_ZID_057,V2_ZID_055",False,2
ENT_V2_003801,LSYN_0192,C,V2_ZID_101,False,1
ENT_V2_003802,LSYN_0192,C,"V2_ZID_014,V2_ZID_057,V2_ZID_027",False,3
ENT_V2_003803,LSYN_0192,C,V2_ZID_054,False,2
ENT_V2_003804,LSYN_0192,C,"V2_ZID_057,V2_ZID_027",False,1
ENT_V2_003805,LSYN_0193,C,V2_ZID_021,False,3
ENT_V2_003806,LSYN_0193,C,V2_ZID_021,False,6
ENT_V2_003807,LSYN_0193,C,"V2_ZID_014,V2_ZID_100",False,3
ENT_V2_003808,LSYN_0193,C,"V2_ZID_021,V2_ZID_092,V2_ZID_100",False,1
ENT_V2_003809,LSYN_0193,C,V2_ZID_021,False,3
ENT_V2_003810,LSYN_0193,C,"V2_ZID_021,V2_ZID_100,V2_ZID_101",False,2
ENT_V2_003811,LSYN_0193,C,V2_ZID_021,False,1
ENT_V2_003812,LSYN_0193,C,"V2_ZID_001,V2_ZID_100,V2_ZID_021",False,1
ENT_V2_003813,LSYN_0193,C,V2_ZID_060,False,1
ENT_V2_003814,LSYN_0193,C,"V2_ZID_101,V2_ZID_100,V2_ZID_021",False,6
ENT_V2_003815,LSYN_0193,C,"V2_ZID_100,V2_ZID_021",False,5
ENT_V2_003816,LSYN_0193,C,"V2_ZID_100,V2_ZID_021,V2_ZID_018",False,1
ENT_V2_003817,LSYN_0193,C,"V2_ZID_100,V2_ZID_021",False,1
ENT_V2_003818,LSYN_0193,C,"V2_ZID_090,V2_ZID_021",False,1
ENT_V2_003819,LSYN_0193,C,"V2_ZID_100,V2_ZID_105",False,1
ENT_V2_003820,LSYN_0193,C,V2_ZID_059,False,4
ENT_V2_003821,LSYN_0193,C,"V2_ZID_100,V2_ZID_021,V2_ZID_017",False,2
ENT_V2_003822,LSYN_0193,C,"V2_ZID_007,V2_ZID_018,V2_ZID_082,V2_ZID_001,V2_ZID_086,V2_ZID_005,V2_ZID_110,V2_ZID_024",True,2
ENT_V2_003823,LSYN_0193,C,"V2_ZID_073,V2_ZID_100,V2_ZID_021",False,1
ENT_V2_003824,LSYN_0193,C,"V2_ZID_100,V2_ZID_021,V2_ZID_036",False,1
ENT_V2_003825,LSYN_0193,C,"V2_ZID_021,V2_ZID_100,V2_ZID_095",False,1
ENT_V2_003826,LSYN_0193,C,"V2_ZID_058,V2_ZID_021,V2_ZID_100",False,4
ENT_V2_003827,LSYN_0193,C,"V2_ZID_007,V2_ZID_067,V2_ZID_118,V2_ZID_010,V2_ZID_090,V2_ZID_061",True,1
ENT_V2_003828,LSYN_0193,C,V2_ZID_100,False,2
ENT_V2_003829,LSYN_0194,C,"V2_ZID_005,V2_ZID_118,V2_ZID_055",False,1
ENT_V2_003830,LSYN_0194,C,V2_ZID_118,False,1
ENT_V2_003831,LSYN_0194,C,"V2_ZID_118,V2_ZID_005",False,5
ENT_V2_003832,LSYN_0194,C,"V2_ZID_102,V2_ZID_005,V2_ZID_118",False,1
ENT_V2_003833,LSYN_0194,C,"V2_ZID_005,V2_ZID_118,V2_ZID_107",False,1
ENT_V2_003834,LSYN_0194,C,V2_ZID_114,False,1
ENT_V2_003835,LSYN_0194,C,"V2_ZID_005,V2_ZID_051",False,6
ENT_V2_003836,LSYN_0194,C,V2_ZID_118,False,1
ENT_V2_003837,LSYN_0194,C,"V2_ZID_005,V2_ZID_118",False,1
ENT_V2_003838,LSYN_0194,C,"V2_ZID_099,V2_ZID_005",False,1
ENT_V2_003839,LSYN_0194,C,"V2_ZID_005,V2_ZID_118",False,1
ENT_V2_003840,LSYN_0194,C,"V2_ZID_105,V2_ZID_005,V2_ZID_118",False,2
ENT_V2_003841,LSYN_0194,C,"V2_ZID_118,V2_ZID_005",False,1
ENT_V2_003842,LSYN_0194,C,V2_ZID_060,False,3
ENT_V2_003843,LSYN_0194,C,"V2_ZID_118,V2_ZID_005",False,1
ENT_V2_003844,LSYN_0194,C,V2_ZID_005,False,6
ENT_V2_003845,LSYN_0194,C,"V2_ZID_118,V2_ZID_058,V2_ZID_005",False,1
ENT_V2_003846,LSYN_0194,C,"V2_ZID_118,V2_ZID_113",False,1
ENT_V2_003847,LSYN_0194,C,"V2_ZID_041,V2_ZID_005",False,1
ENT_V2_003848,LSYN_0194,C,"V2_ZID_112,V2_ZID_118",False,6
ENT_V2_003849,LSYN_0194,C,V2_ZID_026,False,2
ENT_V2_003850,LSYN_0194,C,"V2_ZID_118,V2_ZID_005,V2_ZID_115",False,3
ENT_V2_003851,LSYN_0194,C,"V2_ZID_005,V2_ZID_118",False,3
ENT_V2_003852,LSYN_0194,C,"V2_ZID_055,V2_ZID_005",False,3
ENT_V2_003853,LSYN_0195,C,"V2_ZID_087,V2_ZID_038,V2_ZID_007",False,4
ENT_V2_003854,LSYN_0195,C,V2_ZID_007,False,2
ENT_V2_003855,LSYN_0195,C,"V2_ZID_071,V2_ZID_087",False,1
ENT_V2_003856,LSYN_0195,C,V2_ZID_037,False,2
ENT_V2_003857,LSYN_0195,C,"V2_ZID_004,V2_ZID_053,V2_ZID_024,V2_ZID_109,V2_ZID_010",True,2
ENT_V2_003858,LSYN_0195,C,"V2_ZID_037,V2_ZID_007,V2_ZID_052",False,6
ENT_V2_003859,LSYN_0195,C,V2_ZID_087,False,1
ENT_V2_003860,LSYN_0195,C,V2_ZID_071,False,1
ENT_V2_003861,LSYN_0195,C,"V2_ZID_115,V2_ZID_057,V2_ZID_039,V2_ZID_075,V2_ZID_067,V2_ZID_052,V2_ZID_059,V2_ZID_069",True,6
ENT_V2_003862,LSYN_0195,C,"V2_ZID_071,V2_ZID_087,V2_ZID_025",False,1
ENT_V2_003863,LSYN_0195,C,"V2_ZID_037,V2_ZID_037,V2_ZID_025",False,1
ENT_V2_003864,LSYN_0195,C,"V2_ZID_087,V2_ZID_007,V2_ZID_078",False,1
ENT_V2_003865,LSYN_0195,C,"V2_ZID_099,V2_ZID_058,V2_ZID_101,V2_ZID_015,V2_ZID_016,V2_ZID_080",True,2
ENT_V2_003866,LSYN_0195,C,"V2_ZID_016,V2_ZID_025",False,2
ENT_V2_003867,LSYN_0195,C,"V2_ZID_001,V2_ZID_007,V2_ZID_079,V2_ZID_095,V2_ZID_044,V2_ZID_091,V2_ZID_094",True,5
ENT_V2_003868,LSYN_0195,C,V2_ZID_037,False,1
ENT_V2_003869,LSYN_0195,C,"V2_ZID_025,V2_ZID_066",False,3
ENT_V2_003870,LSYN_0195,C,V2_ZID_025,False,1
ENT_V2_003871,LSYN_0195,C,"V2_ZID_063,V2_ZID_071,V2_ZID_087",False,6
ENT_V2_003872,LSYN_0195,C,"V2_ZID_023,V2_ZID_069,V2_ZID_020,V2_ZID_058,V2_ZID_095,V2_ZID_060,V2_ZID_112,V2_ZID_078",True,3
ENT_V2_003873,LSYN_0195,C,"V2_ZID_071,V2_ZID_007",False,2
ENT_V2_003874,LSYN_0195,C,V2_ZID_037,False,1
ENT_V2_003875,LSYN_0195,C,V2_ZID_025,False,1
ENT_V2_003876,LSYN_0195,C,"V2_ZID_071,V2_ZID_025",False,5
ENT_V2_003877,LSYN_0196,C,"V2_ZID_037,V2_ZID_071,V2_ZID_084",False,6
ENT_V2_003878,LSYN_0196,C,"V2_ZID_071,V2_ZID_101",False,1
ENT_V2_003879,LSYN_0196,C,"V2_ZID_037,V2_ZID_071,V2_ZID_005",False,4
ENT_V2_003880,LSYN_0196,C,"V2_ZID_037,V2_ZID_071,V2_ZID_104",False,6
ENT_V2_003881,LSYN_0196,C,"V2_ZID_071,V2_ZID_037",False,3
ENT_V2_003882,LSYN_0196,C,V2_ZID_110,False,1
ENT_V2_003883,LSYN_0196,C,"V2_ZID_065,V2_ZID_037,V2_ZID_071",False,2
ENT_V2_003884,LSYN_0196,C,V2_ZID_071,False,1
ENT_V2_003885,LSYN_0196,C,V2_ZID_071,False,1
ENT_V2_003886,LSYN_0196,C,"V2_ZID_037,V2_ZID_071,V2_ZID_087",False,6
ENT_V2_003887,LSYN_0196,C,"V2_ZID_037,V2_ZID_020",False,5
ENT_V2_003888,LSYN_0196,C,"V2_ZID_071,V2_ZID_110,V2_ZID_037",False,1
ENT_V2_003889,LSYN_0196,C,"V2_ZID_026,V2_ZID_037",False,2
ENT_V2_003890,LSYN_0196,C,V2_ZID_071,False,1
ENT_V2_003891,LSYN_0196,C,"V2_ZID_064,V2_ZID_071",False,6
ENT_V2_003892,LSYN_0196,C,"V2_ZID_067,V2_ZID_037,V2_ZID_071",False,3
ENT_V2_003893,LSYN_0196,C,"V2_ZID_071,V2_ZID_089,V2_ZID_037",False,4
ENT_V2_003894,LSYN_0196,C,V2_ZID_025,False,1
ENT_V2_003895,LSYN_0196,C,V2_ZID_065,False,2
ENT_V2_003896,LSYN_0196,C,V2_ZID_071,False,1
ENT_V2_003897,LSYN_0196,C,V2_ZID_071,False,1
ENT_V2_003898,LSYN_0196,C,"V2_ZID_037,V2_ZID_011",False,2
ENT_V2_003899,LSYN_0196,C,"V2_ZID_071,V2_ZID_080,V2_ZID_037",False,1
ENT_V2_003900,LSYN_0196,C,"V2_ZID_037,V2_ZID_080",False,1
ENT_V2_003901,LSYN_0197,C,"V2_ZID_095,V2_ZID_070",False,6
ENT_V2_003902,LSYN_0197,C,V2_ZID_085,False,1
ENT_V2_003903,LSYN_0197,C,V2_ZID_095,False,6
ENT_V2_003904,LSYN_0197,C,"V2_ZID_024,V2_ZID_095",False,1
ENT_V2_003905,LSYN_0197,C,"V2_ZID_070,V2_ZID_022",False,6
ENT_V2_003906,LSYN_0197,C,V2_ZID_095,False,2
ENT_V2_003907,LSYN_0197,C,"V2_ZID_070,V2_ZID_095,V2_ZID_058",False,3
ENT_V2_003908,LSYN_0197,C,V2_ZID_095,False,1
ENT_V2_003909,LSYN_0197,C,"V2_ZID_075,V2_ZID_014,V2_ZID_076,V2_ZID_111",True,1
ENT_V2_003910,LSYN_0197,C,"V2_ZID_070,V2_ZID_113",False,1
ENT_V2_003911,LSYN_0197,C,V2_ZID_095,False,1
ENT_V2_003912,LSYN_0197,C,V2_ZID_085,False,4
ENT_V2_003913,LSYN_0197,C,V2_ZID_095,False,1
ENT_V2_003914,LSYN_0197,C,"V2_ZID_022,V2_ZID_085,V2_ZID_095",False,6
ENT_V2_003915,LSYN_0197,C,V2_ZID_085,False,1
ENT_V2_003916,LSYN_0197,C,"V2_ZID_040,V2_ZID_085",False,2
ENT_V2_003917,LSYN_0197,C,"V2_ZID_095,V2_ZID_022,V2_ZID_085",False,1
ENT_V2_003918,LSYN_0197,C,V2_ZID_053,False,1
ENT_V2_003919,LSYN_0197,C,"V2_ZID_102,V2_ZID_070,V2_ZID_022",False,1
ENT_V2_003920,LSYN_0197,C,"V2_ZID_065,V2_ZID_070,V2_ZID_095",False,3
ENT_V2_003921,LSYN_0197,C,"V2_ZID_085,V2_ZID_017,V2_ZID_070",False,2
ENT_V2_003922,LSYN_0197,C,"V2_ZID_085,V2_ZID_038,V2_ZID_095",False,6
ENT_V2_003923,LSYN_0197,C,"V2_ZID_114,V2_ZID_070",False,4
ENT_V2_003924,LSYN_0197,C,"V2_ZID_095,V2_ZID_070",False,1
ENT_V2_003925,LSYN_0198,C,"V2_ZID_043,V2_ZID_055",False,1
ENT_V2_003926,LSYN_0198,C,"V2_ZID_043,V2_ZID_047",False,1
ENT_V2_003927,LSYN_0198,C,"V2_ZID_055,V2_ZID_039",False,6
ENT_V2_003928,LSYN_0198,C,V2_ZID_047,False,6
ENT_V2_003929,LSYN_0198,C,V2_ZID_047,False,2
ENT_V2_003930,LSYN_0198,C,"V2_ZID_039,V2_ZID_117,V2_ZID_043",False,1
ENT_V2_003931,LSYN_0198,C,"V2_ZID_055,V2_ZID_043,V2_ZID_047",False,1
ENT_V2_003932,LSYN_0198,C,"V2_ZID_043,V2_ZID_117,V2_ZID_047",False,1
ENT_V2_003933,LSYN_0198,C,"V2_ZID_039,V2_ZID_117",False,1
ENT_V2_003934,LSYN_0198,C,"V2_ZID_047,V2_ZID_043,V2_ZID_055",False,4
ENT_V2_003935,LSYN_0198,C,"V2_ZID_055,V2_ZID_117,V2_ZID_026",False,4
ENT_V2_003936,LSYN_0198,C,V2_ZID_055,False,1
ENT_V2_003937,LSYN_0198,C,"V2_ZID_055,V2_ZID_030",False,2
ENT_V2_003938,LSYN_0198,C,"V2_ZID_039,V2_ZID_066,V2_ZID_043",False,1
ENT_V2_003939,LSYN_0198,C,V2_ZID_055,False,6
ENT_V2_003940,LSYN_0198,C,V2_ZID_055,False,1
ENT_V2_003941,LSYN_0198,C,"V2_ZID_043,V2_ZID_047,V2_ZID_039",False,2
ENT_V2_003942,LSYN_0198,C,"V2_ZID_117,V2_ZID_114",False,1
ENT_V2_003943,LSYN_0198,C,"V2_ZID_055,V2_ZID_009",False,1
ENT_V2_003944,LSYN_0198,C,V2_ZID_117,False,1
ENT_V2_003945,LSYN_0198,C,V2_ZID_047,False,1
ENT_V2_003946,LSYN_0198,C,"V2_ZID_117,V2_ZID_055,V2_ZID_093",False,1
ENT_V2_003947,LSYN_0198,C,"V2_ZID_117,V2_ZID_043,V2_ZID_055",False,1
ENT_V2_003948,LSYN_0198,C,"V2_ZID_039,V2_ZID_117",False,1
ENT_V2_003949,LSYN_0199,C,"V2_ZID_024,V2_ZID_053,V2_ZID_115",False,1
ENT_V2_003950,LSYN_0199,C,"V2_ZID_115,V2_ZID_006",False,1
ENT_V2_003951,LSYN_0199,C,"V2_ZID_024,V2_ZID_101",False,1
ENT_V2_003952,LSYN_0199,C,"V2_ZID_065,V2_ZID_115,V2_ZID_024",False,4
ENT_V2_003953,LSYN_0199,C,"V2_ZID_024,V2_ZID_065,V2_ZID_101",False,3
ENT_V2_003954,LSYN_0199,C,"V2_ZID_065,V2_ZID_115",False,1
ENT_V2_003955,LSYN_0199,C,"V2_ZID_101,V2_ZID_065,V2_ZID_115",False,2
ENT_V2_003956,LSYN_0199,C,"V2_ZID_115,V2_ZID_061",False,1
ENT_V2_003957,LSYN_0199,C,"V2_ZID_115,V2_ZID_024",False,1
ENT_V2_003958,LSYN_0199,C,V2_ZID_024,False,4
ENT_V2_003959,LSYN_0199,C,V2_ZID_024,False,1
ENT_V2_003960,LSYN_0199,C,"V2_ZID_065,V2_ZID_115",False,2
ENT_V2_003961,LSYN_0199,C,"V2_ZID_048,V2_ZID_029,V2_ZID_014,V2_ZID_113,V2_ZID_007",True,1
ENT_V2_003962,LSYN_0199,C,"V2_ZID_007,V2_ZID_101,V2_ZID_024",False,1
ENT_V2_003963,LSYN_0199,C,"V2_ZID_034,V2_ZID_115",False,1
ENT_V2_003964,LSYN_0199,C,"V2_ZID_016,V2_ZID_115,V2_ZID_024",False,1
ENT_V2_003965,LSYN_0199,C,V2_ZID_024,False,1
ENT_V2_003966,LSYN_0199,C,"V2_ZID_115,V2_ZID_101",False,1
ENT_V2_003967,LSYN_0199,C,"V2_ZID_013,V2_ZID_101,V2_ZID_065",False,1
ENT_V2_003968,LSYN_0199,C,"V2_ZID_024,V2_ZID_065",False,2
ENT_V2_003969,LSYN_0199,C,V2_ZID_101,False,2
ENT_V2_003970,LSYN_0199,C,"V2_ZID_065,V2_ZID_027",False,2
ENT_V2_003971,LSYN_0199,C,"V2_ZID_115,V2_ZID_077",False,4
ENT_V2_003972,LSYN_0199,C,V2_ZID_101,False,1
ENT_V2_003973,LSYN_0200,C,"V2_ZID_043,V2_ZID_044,V2_ZID_039",False,4
ENT_V2_003974,LSYN_0200,C,V2_ZID_039,False,1
ENT_V2_003975,LSYN_0200,C,V2_ZID_066,False,1
ENT_V2_003976,LSYN_0200,C,"V2_ZID_066,V2_ZID_044",False,1
ENT_V2_003977,LSYN_0200,C,"V2_ZID_043,V2_ZID_044,V2_ZID_039",False,6
ENT_V2_003978,LSYN_0200,C,"V2_ZID_043,V2_ZID_039,V2_ZID_066",False,6
ENT_V2_003979,LSYN_0200,C,V2_ZID_079,False,2
ENT_V2_003980,LSYN_0200,C,"V2_ZID_043,V2_ZID_088,V2_ZID_044",False,1
ENT_V2_003981,LSYN_0200,C,"V2_ZID_066,V2_ZID_040,V2_ZID_039",False,6
ENT_V2_003982,LSYN_0200,C,"V2_ZID_043,V2_ZID_066,V2_ZID_040",False,3
ENT_V2_003983,LSYN_0200,C,"V2_ZID_042,V2_ZID_014,V2_ZID_088,V2_ZID_063,V2_ZID_013",True,1
ENT_V2_003984,LSYN_0200,C,"V2_ZID_044,V2_ZID_043",False,1
ENT_V2_003985,LSYN_0200,C,"V2_ZID_088,V2_ZID_043",False,1
ENT_V2_003986,LSYN_0200,C,"V2_ZID_074,V2_ZID_043",False,1
ENT_V2_003987,LSYN_0200,C,"V2_ZID_054,V2_ZID_044",False,6
ENT_V2_003988,LSYN_0200,C,"V2_ZID_044,V2_ZID_039,V2_ZID_040",False,1
ENT_V2_003989,LSYN_0200,C,"V2_ZID_044,V2_ZID_016",False,4
ENT_V2_003990,LSYN_0200,C,V2_ZID_066,False,4
ENT_V2_003991,LSYN_0200,C,"V2_ZID_107,V2_ZID_003,V2_ZID_010,V2_ZID_104",True,1
ENT_V2_003992,LSYN_0200,C,"V2_ZID_044,V2_ZID_066,V2_ZID_040",False,1
ENT_V2_003993,LSYN_0200,C,V2_ZID_044,False,1
ENT_V2_003994,LSYN_0200,C,V2_ZID_043,False,1
ENT_V2_003995,LSYN_0200,C,"V2_ZID_024,V2_ZID_096,V2_ZID_008,V2_ZID_080,V2_ZID_107,V2_ZID_099,V2_ZID_068,V2_ZID_062",True,2
ENT_V2_003996,LSYN_0200,C,V2_ZID_044,False,2
ENT_V2_003997,LSYN_0201,C,"V2_ZID_008,V2_ZID_001",False,1
ENT_V2_003998,LSYN_0201,C,V2_ZID_067,False,2
ENT_V2_003999,LSYN_0201,C,"V2_ZID_067,V2_ZID_004",False,6
ENT_V2_004000,LSYN_0201,C,"V2_ZID_008,V2_ZID_025",False,3
ENT_V2_004001,LSYN_0201,C,"V2_ZID_008,V2_ZID_067",False,5
ENT_V2_004002,LSYN_0201,C,"V2_ZID_008,V2_ZID_055",False,2
ENT_V2_004003,LSYN_0201,C,V2_ZID_067,False,6
ENT_V2_004004,LSYN_0201,C,V2_ZID_008,False,1
ENT_V2_004005,LSYN_0201,C,"V2_ZID_086,V2_ZID_037,V2_ZID_076,V2_ZID_010",True,4
