hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,hop_timestamp,available_timestamp,cashout_timestamp,prediction_time,cashout_time,remaining_minutes,prev_hop_time,time_since_prev_hop,reg_hit,reg_sightings,reg_reliability,bank_channel_NEFT,bank_channel_UPI
HOP_CMP_202602464_2,CMP_202602464,2,ACC_023498,ACC_023496,14360.72,2025-03-30T11:10:00,2025-03-30T11:54:00,2025-03-30T12:54:00,2025-03-30 11:54:00,2025-03-30 12:54:00,60.0,2025-03-30 11:48:00,6.0,1,278.0,0.5460551163110526,True,False
HOP_CMP_202602464_1,CMP_202602464,1,ACC_026673,ACC_023498,20424.95,2025-03-30T11:00:00,2025-03-30T12:24:00,2025-03-30T12:54:00,2025-03-30 12:24:00,2025-03-30 12:54:00,30.0,2025-03-30 11:54:00,30.0,1,51.0,0.5585652386049367,False,False
HOP_CMP_202602464_4,CMP_202602464,4,ACC_023496,ACC_023496,11356.45,2025-03-30T11:41:00,2025-03-30T12:45:00,2025-03-30T12:54:00,2025-03-30 12:45:00,2025-03-30 12:54:00,9.0,2025-03-30 12:24:00,21.0,1,278.0,0.5460551163110526,False,False
HOP_CMP_202602466_1,CMP_202602466,1,ACC_026675,ACC_021731,10306.04,2025-03-05T10:08:00,2025-03-05T10:35:00,2025-03-05T10:39:00,2025-03-05 10:35:00,2025-03-05 10:39:00,4.0,,0.0,1,98.0,0.5391802087245794,False,False
HOP_CMP_202602468_2,CMP_202602468,2,ACC_019274,ACC_019273,20725.3,2025-02-21T13:45:00,2025-02-21T14:04:00,2025-02-21T14:21:00,2025-02-21 14:04:00,2025-02-21 14:21:00,17.0,,0.0,1,365.0,0.5070023607308359,True,False
HOP_CMP_202602469_1,CMP_202602469,1,ACC_026678,ACC_020800,164590.29,2025-01-14T17:50:00,2025-01-14T18:28:00,2025-01-14T18:42:00,2025-01-14 18:28:00,2025-01-14 18:42:00,14.0,,0.0,1,102.0,0.5521654961441462,True,False
HOP_CMP_202602470_1,CMP_202602470,1,ACC_026679,ACC_005947,32701.11,2025-04-01T16:21:00,2025-04-01T16:54:00,2025-04-01T16:56:00,2025-04-01 16:54:00,2025-04-01 16:56:00,2.0,,0.0,1,26.0,0.6026767721846956,False,False
HOP_CMP_202602471_2,CMP_202602471,2,ACC_003856,ACC_003854,10143.27,2025-01-05T10:22:00,2025-01-05T11:12:00,2025-01-05T11:56:00,2025-01-05 11:12:00,2025-01-05 11:56:00,44.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602471_1,CMP_202602471,1,ACC_026680,ACC_003856,14152.69,2025-01-05T09:37:00,2025-01-05T11:18:00,2025-01-05T11:56:00,2025-01-05 11:18:00,2025-01-05 11:56:00,38.0,2025-01-05 11:12:00,6.0,0,0.0,0.0,False,False
HOP_CMP_202602472_2,CMP_202602472,2,ACC_019026,ACC_001261,18091.96,2025-01-15T13:44:00,2025-01-15T14:16:00,2025-01-15T14:31:00,2025-01-15 14:16:00,2025-01-15 14:31:00,15.0,,0.0,1,3.0,0.279578866828199,True,False
HOP_CMP_202602472_1,CMP_202602472,1,ACC_026681,ACC_019026,24142.05,2025-01-15T13:42:00,2025-01-15T14:19:00,2025-01-15T14:31:00,2025-01-15 14:19:00,2025-01-15 14:31:00,12.0,2025-01-15 14:16:00,3.0,1,46.0,0.5564518563424851,False,True
HOP_CMP_202602477_2,CMP_202602477,2,ACC_003862,ACC_003868,11125.49,2025-02-08T12:15:00,2025-02-08T12:48:00,2025-02-08T13:34:00,2025-02-08 12:48:00,2025-02-08 13:34:00,46.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602477_6,CMP_202602477,6,ACC_003855,ACC_003854,3213.91,2025-02-08T12:28:00,2025-02-08T12:54:00,2025-02-08T13:34:00,2025-02-08 12:54:00,2025-02-08 13:34:00,40.0,2025-02-08 12:48:00,6.0,0,0.0,0.0,False,True
HOP_CMP_202602477_4,CMP_202602477,4,ACC_003876,ACC_003874,5085.14,2025-02-08T12:22:00,2025-02-08T13:04:00,2025-02-08T13:34:00,2025-02-08 13:04:00,2025-02-08 13:34:00,30.0,2025-02-08 12:54:00,10.0,0,0.0,0.0,False,False
HOP_CMP_202602477_3,CMP_202602477,3,ACC_003868,ACC_003876,7038.9,2025-02-08T12:16:00,2025-02-08T13:30:00,2025-02-08T13:34:00,2025-02-08 13:30:00,2025-02-08 13:34:00,4.0,2025-02-08 13:04:00,26.0,0,0.0,0.0,True,False
HOP_CMP_202602480_2,CMP_202602480,2,ACC_020961,ACC_020799,92061.38,2025-03-13T11:37:00,2025-03-13T12:00:00,2025-03-13T12:07:00,2025-03-13 12:00:00,2025-03-13 12:07:00,7.0,,0.0,1,274.0,0.5545962210701446,False,True
HOP_CMP_202602482_1,CMP_202602482,1,ACC_026691,ACC_004543,22913.27,2025-01-28T12:27:00,2025-01-28T12:42:00,2025-01-28T13:02:00,2025-01-28 12:42:00,2025-01-28 13:02:00,20.0,,0.0,1,266.0,0.5706523108975039,False,True
HOP_CMP_202602483_1,CMP_202602483,1,ACC_026692,ACC_017008,4022.15,2025-02-01T12:58:00,2025-02-01T13:40:00,2025-02-01T14:07:00,2025-02-01 13:40:00,2025-02-01 14:07:00,27.0,,0.0,1,1.0,0.16666666666670527,False,True
HOP_CMP_202602488_1,CMP_202602488,1,ACC_026697,ACC_002443,28624.69,2025-04-23T17:47:00,2025-04-23T18:07:00,2025-04-23T18:48:00,2025-04-23 18:07:00,2025-04-23 18:48:00,41.0,,0.0,1,162.0,0.6311006754649723,True,False
HOP_CMP_202602489_5,CMP_202602489,5,ACC_022313,ACC_022358,15469.28,2025-04-29T15:04:00,2025-04-29T15:25:00,2025-04-29T15:54:00,2025-04-29 15:25:00,2025-04-29 15:54:00,29.0,,0.0,1,89.0,0.5982833824458856,False,False
HOP_CMP_202602489_1,CMP_202602489,1,ACC_026698,ACC_022313,46905.77,2025-04-29T13:46:00,2025-04-29T15:28:00,2025-04-29T15:54:00,2025-04-29 15:28:00,2025-04-29 15:54:00,26.0,2025-04-29 15:25:00,3.0,1,305.0,0.6140889678697753,False,False
HOP_CMP_202602489_4,CMP_202602489,4,ACC_022358,ACC_022313,21070.8,2025-04-29T15:03:00,2025-04-29T15:29:00,2025-04-29T15:54:00,2025-04-29 15:29:00,2025-04-29 15:54:00,25.0,2025-04-29 15:28:00,1.0,1,305.0,0.6140889678697753,True,False
HOP_CMP_202602490_2,CMP_202602490,2,ACC_015713,ACC_006645,623398.26,2025-03-15T14:18:00,2025-03-15T14:33:00,2025-03-15T14:42:00,2025-03-15 14:33:00,2025-03-15 14:42:00,9.0,,0.0,1,1.0,0.16666666666670527,False,True
HOP_CMP_202602495_1,CMP_202602495,1,ACC_026704,ACC_016105,341834.84,2025-02-06T12:48:00,2025-02-06T13:28:00,2025-02-06T13:51:00,2025-02-06 13:28:00,2025-02-06 13:51:00,23.0,,0.0,1,226.0,0.5371654440950951,False,True
HOP_CMP_202602495_2,CMP_202602495,2,ACC_016105,ACC_016105,294036.32,2025-02-06T12:50:00,2025-02-06T13:31:00,2025-02-06T13:51:00,2025-02-06 13:31:00,2025-02-06 13:51:00,20.0,2025-02-06 13:28:00,3.0,1,226.0,0.5371654440950951,True,False
HOP_CMP_202602500_2,CMP_202602500,2,ACC_017340,ACC_017559,15984.59,2025-03-27T12:03:00,2025-03-27T12:23:00,2025-03-27T12:50:00,2025-03-27 12:23:00,2025-03-27 12:50:00,27.0,,0.0,1,35.0,0.5420456924319803,False,True
HOP_CMP_202602509_1,CMP_202602509,1,ACC_026718,ACC_021894,9957.93,2025-01-21T18:46:00,2025-01-21T19:22:00,2025-01-21T19:31:00,2025-01-21 19:22:00,2025-01-21 19:31:00,9.0,,0.0,1,324.0,0.6413166684646653,False,False
HOP_CMP_202602513_1,CMP_202602513,1,ACC_026722,ACC_007693,12676.77,2025-02-05T17:22:00,2025-02-05T17:38:00,2025-02-05T18:47:00,2025-02-05 17:38:00,2025-02-05 18:47:00,69.0,,0.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202602515_1,CMP_202602515,1,ACC_026724,ACC_021983,3959.96,2025-01-18T18:25:00,2025-01-18T18:44:00,2025-01-18T19:01:00,2025-01-18 18:44:00,2025-01-18 19:01:00,17.0,,0.0,0,0.0,0.0,True,False
HOP_CMP_202602516_2,CMP_202602516,2,ACC_003628,ACC_003609,912908.78,2025-03-18T12:56:00,2025-03-18T13:18:00,2025-03-18T14:00:00,2025-03-18 13:18:00,2025-03-18 14:00:00,42.0,,0.0,1,70.0,0.6407838031200468,False,True
HOP_CMP_202602516_1,CMP_202602516,1,ACC_026725,ACC_003628,912908.78,2025-03-18T12:48:00,2025-03-18T13:41:00,2025-03-18T14:00:00,2025-03-18 13:41:00,2025-03-18 14:00:00,19.0,2025-03-18 13:18:00,23.0,1,6.0,0.4578850443089682,True,False
HOP_CMP_202602521_2,CMP_202602521,2,ACC_021239,ACC_021259,1553.36,2025-03-24T08:12:00,2025-03-24T08:37:00,2025-03-24T08:50:00,2025-03-24 08:37:00,2025-03-24 08:50:00,13.0,,0.0,1,3.0,0.279578866828199,False,False
HOP_CMP_202602522_1,CMP_202602522,1,ACC_026731,ACC_011427,100620.63,2025-02-25T04:54:00,2025-02-25T06:19:00,2025-02-25T07:36:00,2025-02-25 06:19:00,2025-02-25 07:36:00,77.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602522_3,CMP_202602522,3,ACC_011435,ACC_011427,60038.12,2025-02-25T05:05:00,2025-02-25T06:37:00,2025-02-25T07:36:00,2025-02-25 06:37:00,2025-02-25 07:36:00,59.0,2025-02-25 06:19:00,18.0,0,0.0,0.0,True,False
HOP_CMP_202602522_2,CMP_202602522,2,ACC_011427,ACC_011435,60038.12,2025-02-25T05:04:00,2025-02-25T07:04:00,2025-02-25T07:36:00,2025-02-25 07:04:00,2025-02-25 07:36:00,32.0,2025-02-25 06:37:00,27.0,0,0.0,0.0,False,False
HOP_CMP_202602527_1,CMP_202602527,1,ACC_026736,ACC_015863,26635.24,2025-01-16T06:57:00,2025-01-16T08:40:00,2025-01-16T11:37:00,2025-01-16 08:40:00,2025-01-16 11:37:00,177.0,,0.0,1,169.0,0.6175186796197576,False,False
HOP_CMP_202602527_2,CMP_202602527,2,ACC_015863,ACC_015866,26635.24,2025-01-16T07:03:00,2025-01-16T09:01:00,2025-01-16T11:37:00,2025-01-16 09:01:00,2025-01-16 11:37:00,156.0,2025-01-16 08:40:00,21.0,1,16.0,0.5709303096390546,True,False
HOP_CMP_202602528_2,CMP_202602528,2,ACC_012539,ACC_012491,48926.71,2025-01-17T12:07:00,2025-01-17T12:29:00,2025-01-17T13:04:00,2025-01-17 12:29:00,2025-01-17 13:04:00,35.0,,0.0,1,11.0,0.541565699259041,False,True
HOP_CMP_202602528_1,CMP_202602528,1,ACC_026737,ACC_012539,88385.76,2025-01-17T12:06:00,2025-01-17T12:40:00,2025-01-17T13:04:00,2025-01-17 12:40:00,2025-01-17 13:04:00,24.0,2025-01-17 12:29:00,11.0,1,1.0,0.16666666666670527,False,False
HOP_CMP_202602531_2,CMP_202602531,2,ACC_011690,ACC_011663,480573.74,2025-01-16T19:45:00,2025-01-16T20:05:00,2025-01-16T20:23:00,2025-01-16 20:05:00,2025-01-16 20:23:00,18.0,,0.0,1,7.0,0.5025014736587072,False,False
HOP_CMP_202602535_2,CMP_202602535,2,ACC_019582,ACC_018163,388357.49,2025-02-25T19:55:00,2025-02-25T20:35:00,2025-02-25T21:55:00,2025-02-25 20:35:00,2025-02-25 21:55:00,80.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602535_1,CMP_202602535,1,ACC_026744,ACC_019582,448479.94,2025-02-25T19:41:00,2025-02-25T21:38:00,2025-02-25T21:55:00,2025-02-25 21:38:00,2025-02-25 21:55:00,17.0,2025-02-25 20:35:00,63.0,0,0.0,0.0,False,True
HOP_CMP_202602535_3,CMP_202602535,3,ACC_018163,ACC_018316,388357.49,2025-02-25T19:56:00,2025-02-25T21:42:00,2025-02-25T21:55:00,2025-02-25 21:42:00,2025-02-25 21:55:00,13.0,2025-02-25 21:38:00,4.0,0,0.0,0.0,False,True
HOP_CMP_202602540_2,CMP_202602540,2,ACC_006319,ACC_006315,1922.51,2025-03-13T14:16:00,2025-03-13T15:03:00,2025-03-13T15:52:00,2025-03-13 15:03:00,2025-03-13 15:52:00,49.0,,0.0,1,43.0,0.7616449419295526,True,False
HOP_CMP_202602540_1,CMP_202602540,1,ACC_026749,ACC_006319,2555.28,2025-03-13T14:13:00,2025-03-13T15:31:00,2025-03-13T15:52:00,2025-03-13 15:31:00,2025-03-13 15:52:00,21.0,2025-03-13 15:03:00,28.0,1,10.0,0.5280141753351885,False,True
HOP_CMP_202602540_4,CMP_202602540,4,ACC_006313,ACC_006313,1344.43,2025-03-13T14:34:00,2025-03-13T15:40:00,2025-03-13T15:52:00,2025-03-13 15:40:00,2025-03-13 15:52:00,12.0,2025-03-13 15:31:00,9.0,1,196.0,0.7653866190025713,False,True
HOP_CMP_202602546_1,CMP_202602546,1,ACC_026755,ACC_011653,198395.73,2025-04-28T12:59:00,2025-04-28T13:43:00,2025-04-28T14:45:00,2025-04-28 13:43:00,2025-04-28 14:45:00,62.0,,0.0,1,19.0,0.6345251672525798,False,False
HOP_CMP_202602546_2,CMP_202602546,2,ACC_011653,ACC_011649,196167.71,2025-04-28T13:09:00,2025-04-28T14:38:00,2025-04-28T14:45:00,2025-04-28 14:38:00,2025-04-28 14:45:00,7.0,2025-04-28 13:43:00,55.0,1,197.0,0.7316912679387501,True,False
HOP_CMP_202602555_1,CMP_202602555,1,ACC_026764,ACC_021894,18810.29,2025-02-02T09:46:00,2025-02-02T10:06:00,2025-02-02T11:19:00,2025-02-02 10:06:00,2025-02-02 11:19:00,73.0,,0.0,1,324.0,0.6413166684646653,False,False
HOP_CMP_202602555_3,CMP_202602555,3,ACC_021894,ACC_021976,9828.96,2025-02-02T10:19:00,2025-02-02T11:16:00,2025-02-02T11:19:00,2025-02-02 11:16:00,2025-02-02 11:19:00,3.0,2025-02-02 10:06:00,70.0,1,83.0,0.5982142237505722,False,True
HOP_CMP_202602556_2,CMP_202602556,2,ACC_020799,ACC_020830,167872.49,2025-03-27T08:20:00,2025-03-27T08:40:00,2025-03-27T09:00:00,2025-03-27 08:40:00,2025-03-27 09:00:00,20.0,,0.0,1,1.0,0.16666666666670527,False,True
HOP_CMP_202602556_1,CMP_202602556,1,ACC_026765,ACC_020799,325192.83,2025-03-27T08:19:00,2025-03-27T08:56:00,2025-03-27T09:00:00,2025-03-27 08:56:00,2025-03-27 09:00:00,4.0,2025-03-27 08:40:00,16.0,1,274.0,0.5545962210701446,False,False
HOP_CMP_202602559_3,CMP_202602559,3,ACC_019070,ACC_019070,104364.4,2025-01-06T14:11:00,2025-01-06T14:35:00,2025-01-06T15:02:00,2025-01-06 14:35:00,2025-01-06 15:02:00,27.0,,0.0,1,90.0,0.578141625896085,False,True
HOP_CMP_202602559_1,CMP_202602559,1,ACC_026768,ACC_019028,160221.78,2025-01-06T14:01:00,2025-01-06T14:45:00,2025-01-06T15:02:00,2025-01-06 14:45:00,2025-01-06 15:02:00,17.0,2025-01-06 14:35:00,10.0,1,31.0,0.5543961144121595,False,True
HOP_CMP_202602559_5,CMP_202602559,5,ACC_019024,ACC_019024,80823.84,2025-01-06T14:17:00,2025-01-06T15:00:00,2025-01-06T15:02:00,2025-01-06 15:00:00,2025-01-06 15:02:00,2.0,2025-01-06 14:45:00,15.0,1,285.0,0.5919866632208706,True,False
HOP_CMP_202602562_2,CMP_202602562,2,ACC_002342,ACC_002290,35122.33,2025-02-23T13:58:00,2025-02-23T14:19:00,2025-02-23T15:14:00,2025-02-23 14:19:00,2025-02-23 15:14:00,55.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602569_1,CMP_202602569,1,ACC_026778,ACC_009692,21674.09,2025-02-20T10:12:00,2025-02-20T10:52:00,2025-02-20T12:12:00,2025-02-20 10:52:00,2025-02-20 12:12:00,80.0,,0.0,1,79.0,0.6276094554537924,True,False
HOP_CMP_202602581_2,CMP_202602581,2,ACC_014696,ACC_014696,30677.41,2025-04-01T17:48:00,2025-04-01T18:08:00,2025-04-01T18:22:00,2025-04-01 18:08:00,2025-04-01 18:22:00,14.0,,0.0,1,245.0,0.6360747862042214,False,False
HOP_CMP_202602581_1,CMP_202602581,1,ACC_026790,ACC_014696,30677.41,2025-04-01T17:44:00,2025-04-01T18:09:00,2025-04-01T18:22:00,2025-04-01 18:09:00,2025-04-01 18:22:00,13.0,2025-04-01 18:08:00,1.0,1,245.0,0.6360747862042214,True,False
HOP_CMP_202602593_1,CMP_202602593,1,ACC_026802,ACC_002223,14416.46,2025-01-03T17:33:00,2025-01-03T18:26:00,2025-01-03T18:56:00,2025-01-03 18:26:00,2025-01-03 18:56:00,30.0,,0.0,0,0.0,0.0,False,True
HOP_CMP_202602593_3,CMP_202602593,3,ACC_002223,ACC_002239,8060.39,2025-01-03T18:06:00,2025-01-03T18:37:00,2025-01-03T18:56:00,2025-01-03 18:37:00,2025-01-03 18:56:00,19.0,2025-01-03 18:26:00,11.0,0,0.0,0.0,False,True
HOP_CMP_202602596_1,CMP_202602596,1,ACC_026805,ACC_013600,96380.5,2025-01-22T16:05:00,2025-01-22T16:30:00,2025-01-22T16:45:00,2025-01-22 16:30:00,2025-01-22 16:45:00,15.0,,0.0,1,18.0,0.4619446784395782,False,False
HOP_CMP_202602596_2,CMP_202602596,2,ACC_013600,ACC_013599,48749.62,2025-01-22T16:07:00,2025-01-22T16:37:00,2025-01-22T16:45:00,2025-01-22 16:37:00,2025-01-22 16:45:00,8.0,2025-01-22 16:30:00,7.0,1,39.0,0.529895933661504,False,True
HOP_CMP_202602598_1,CMP_202602598,1,ACC_026807,ACC_014739,33985.17,2025-02-24T20:51:00,2025-02-24T21:16:00,2025-02-24T22:34:00,2025-02-24 21:16:00,2025-02-24 22:34:00,78.0,,0.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202602603_1,CMP_202602603,1,ACC_026812,ACC_022874,10893.58,2025-04-10T19:46:00,2025-04-10T20:34:00,2025-04-10T23:06:00,2025-04-10 20:34:00,2025-04-10 23:06:00,152.0,,0.0,1,85.0,0.5269703821381243,True,False
HOP_CMP_202602603_2,CMP_202602603,2,ACC_022874,ACC_022873,6587.27,2025-04-10T20:12:00,2025-04-10T20:35:00,2025-04-10T23:06:00,2025-04-10 20:35:00,2025-04-10 23:06:00,151.0,2025-04-10 20:34:00,1.0,1,238.0,0.515224284437599,False,True
HOP_CMP_202602603_3,CMP_202602603,3,ACC_022873,ACC_022873,4470.51,2025-04-10T20:37:00,2025-04-10T22:20:00,2025-04-10T23:06:00,2025-04-10 22:20:00,2025-04-10 23:06:00,46.0,2025-04-10 20:35:00,105.0,1,238.0,0.515224284437599,True,False
HOP_CMP_202602603_4,CMP_202602603,4,ACC_022873,ACC_022878,3950.87,2025-04-10T22:24:00,2025-04-10T22:41:00,2025-04-10T23:06:00,2025-04-10 22:41:00,2025-04-10 23:06:00,25.0,2025-04-10 22:20:00,21.0,1,20.0,0.5330614451324357,True,False
HOP_CMP_202602605_1,CMP_202602605,1,ACC_026814,ACC_002358,251351.39,2025-03-16T08:39:00,2025-03-16T08:57:00,2025-03-16T09:15:00,2025-03-16 08:57:00,2025-03-16 09:15:00,18.0,,0.0,0,0.0,0.0,True,False
HOP_CMP_202602611_1,CMP_202602611,1,ACC_026820,ACC_023720,918187.72,2025-03-20T13:46:00,2025-03-20T14:21:00,2025-03-20T14:57:00,2025-03-20 14:21:00,2025-03-20 14:57:00,36.0,,0.0,1,133.0,0.5836995132565659,True,False
HOP_CMP_202602611_2,CMP_202602611,2,ACC_023720,ACC_023733,918187.72,2025-03-20T13:47:00,2025-03-20T14:40:00,2025-03-20T14:57:00,2025-03-20 14:40:00,2025-03-20 14:57:00,17.0,2025-03-20 14:21:00,19.0,1,2.0,0.23984454701898333,True,False
HOP_CMP_202602616_4,CMP_202602616,4,ACC_021730,ACC_012478,6030.94,2025-03-01T12:06:00,2025-03-01T12:21:00,2025-03-01T13:15:00,2025-03-01 12:21:00,2025-03-01 13:15:00,54.0,,0.0,1,1.0,0.16666666666670527,False,False
HOP_CMP_202602616_1,CMP_202602616,1,ACC_026825,ACC_021735,8557.92,2025-03-01T11:26:00,2025-03-01T12:35:00,2025-03-01T13:15:00,2025-03-01 12:35:00,2025-03-01 13:15:00,40.0,2025-03-01 12:21:00,14.0,1,21.0,0.5348858596287844,False,True
HOP_CMP_202602616_3,CMP_202602616,3,ACC_021731,ACC_021730,6030.94,2025-03-01T12:05:00,2025-03-01T13:04:00,2025-03-01T13:15:00,2025-03-01 13:04:00,2025-03-01 13:15:00,11.0,2025-03-01 12:35:00,29.0,1,310.0,0.5217528727895043,False,False
HOP_CMP_202602620_1,CMP_202602620,1,ACC_026829,ACC_004606,269757.42,2025-01-17T11:04:00,2025-01-17T11:54:00,2025-01-17T11:58:00,2025-01-17 11:54:00,2025-01-17 11:58:00,4.0,,0.0,1,29.0,0.6420145030871685,False,False
HOP_CMP_202602621_1,CMP_202602621,1,ACC_026830,ACC_007122,16848.65,2025-02-09T12:30:00,2025-02-09T12:48:00,2025-02-09T13:20:00,2025-02-09 12:48:00,2025-02-09 13:20:00,32.0,,0.0,0,0.0,0.0,False,True
HOP_CMP_202602621_3,CMP_202602621,3,ACC_007126,ACC_007126,7173.57,2025-02-09T12:39:00,2025-02-09T13:04:00,2025-02-09T13:20:00,2025-02-09 13:04:00,2025-02-09 13:20:00,16.0,2025-02-09 12:48:00,16.0,0,0.0,0.0,False,False
HOP_CMP_202602622_2,CMP_202602622,2,ACC_007122,ACC_007131,5511.15,2025-03-22T03:35:00,2025-03-22T04:03:00,2025-03-22T04:12:00,2025-03-22 04:03:00,2025-03-22 04:12:00,9.0,,0.0,0,0.0,0.0,False,True
HOP_CMP_202602625_3,CMP_202602625,3,ACC_013901,ACC_013957,4287.39,2025-04-19T13:49:00,2025-04-19T14:07:00,2025-04-19T15:04:00,2025-04-19 14:07:00,2025-04-19 15:04:00,57.0,,0.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202602625_1,CMP_202602625,1,ACC_026834,ACC_013894,4594.42,2025-04-19T13:34:00,2025-04-19T14:40:00,2025-04-19T15:04:00,2025-04-19 14:40:00,2025-04-19 15:04:00,24.0,2025-04-19 14:07:00,33.0,1,266.0,0.5970647785523907,False,True
HOP_CMP_202602629_3,CMP_202602629,3,ACC_009875,ACC_009873,94637.53,2025-03-18T20:46:00,2025-03-18T21:01:00,2025-03-18T21:10:00,2025-03-18 21:01:00,2025-03-18 21:10:00,9.0,,0.0,1,364.0,0.5942398518527285,True,False
HOP_CMP_202602634_1,CMP_202602634,1,ACC_026843,ACC_023723,54309.78,2025-04-01T14:04:00,2025-04-01T15:58:00,2025-04-01T16:43:00,2025-04-01 15:58:00,2025-04-01 16:43:00,45.0,,0.0,1,20.0,0.549201343927585,False,True
HOP_CMP_202602636_1,CMP_202602636,1,ACC_026845,ACC_005648,36676.52,2025-04-20T07:09:00,2025-04-20T08:01:00,2025-04-20T09:06:00,2025-04-20 08:01:00,2025-04-20 09:06:00,65.0,,0.0,1,2.0,0.28571428571435187,False,False
HOP_CMP_202602636_3,CMP_202602636,3,ACC_005638,ACC_005622,18435.83,2025-04-20T07:47:00,2025-04-20T08:40:00,2025-04-20T09:06:00,2025-04-20 08:40:00,2025-04-20 09:06:00,26.0,2025-04-20 08:01:00,39.0,1,255.0,0.7259307535971915,False,False
HOP_CMP_202602637_1,CMP_202602637,1,ACC_026846,ACC_005204,3514.9,2025-02-23T19:14:00,2025-02-23T19:45:00,2025-02-23T20:23:00,2025-02-23 19:45:00,2025-02-23 20:23:00,38.0,,0.0,1,41.0,0.5356558119044285,True,False
HOP_CMP_202602638_2,CMP_202602638,2,ACC_007985,ACC_008016,115284.09,2025-03-19T16:45:00,2025-03-19T17:26:00,2025-03-19T19:12:00,2025-03-19 17:26:00,2025-03-19 19:12:00,106.0,,0.0,0,0.0,0.0,False,True
HOP_CMP_202602638_3,CMP_202602638,3,ACC_008016,ACC_007989,86197.23,2025-03-19T16:46:00,2025-03-19T18:15:00,2025-03-19T19:12:00,2025-03-19 18:15:00,2025-03-19 19:12:00,57.0,2025-03-19 17:26:00,49.0,0,0.0,0.0,False,True
HOP_CMP_202602638_4,CMP_202602638,4,ACC_007989,ACC_008032,86197.23,2025-03-19T17:10:00,2025-03-19T18:29:00,2025-03-19T19:12:00,2025-03-19 18:29:00,2025-03-19 19:12:00,43.0,2025-03-19 18:15:00,14.0,0,0.0,0.0,False,False
HOP_CMP_202602638_1,CMP_202602638,1,ACC_026847,ACC_007985,189179.89,2025-03-19T16:40:00,2025-03-19T18:40:00,2025-03-19T19:12:00,2025-03-19 18:40:00,2025-03-19 19:12:00,32.0,2025-03-19 18:29:00,11.0,0,0.0,0.0,False,True
HOP_CMP_202602640_1,CMP_202602640,1,ACC_026849,ACC_013658,1092902.68,2025-04-09T07:13:00,2025-04-09T07:44:00,2025-04-09T09:29:00,2025-04-09 07:44:00,2025-04-09 09:29:00,105.0,,0.0,1,1.0,0.16666666666670527,False,False
HOP_CMP_202602642_1,CMP_202602642,1,ACC_026851,ACC_013287,5090.09,2025-03-15T16:09:00,2025-03-15T16:35:00,2025-03-15T18:43:00,2025-03-15 16:35:00,2025-03-15 18:43:00,128.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202602642_3,CMP_202602642,3,ACC_013287,ACC_013287,3374.06,2025-03-15T16:18:00,2025-03-15T16:57:00,2025-03-15T18:43:00,2025-03-15 16:57:00,2025-03-15 18:43:00,106.0,2025-03-15 16:35:00,22.0,0,0.0,0.0,False,False
HOP_CMP_202602642_2,CMP_202602642,2,ACC_013287,ACC_013287,3374.06,2025-03-15T16:10:00,2025-03-15T17:23:00,2025-03-15T18:43:00,2025-03-15 17:23:00,2025-03-15 18:43:00,80.0,2025-03-15 16:57:00,26.0,0,0.0,0.0,False,False
HOP_CMP_202602645_2,CMP_202602645,2,ACC_021894,ACC_021894,9089.1,2025-01-23T14:36:00,2025-01-23T15:32:00,2025-01-23T15:44:00,2025-01-23 15:32:00,2025-01-23 15:44:00,12.0,,0.0,1,324.0,0.6413166684646653,True,False
HOP_CMP_202602645_3,CMP_202602645,3,ACC_021894,ACC_021894,6865.93,2025-01-23T14:38:00,2025-01-23T15:38:00,2025-01-23T15:44:00,2025-01-23 15:38:00,2025-01-23 15:44:00,6.0,2025-01-23 15:32:00,6.0,1,324.0,0.6413166684646653,False,True
HOP_CMP_202602646_1,CMP_202602646,1,ACC_026855,ACC_021239,4028.09,2025-03-26T20:08:00,2025-03-26T20:51:00,2025-03-26T22:01:00,2025-03-26 20:51:00,2025-03-26 22:01:00,70.0,,0.0,1,290.0,0.5615647002515565,False,False
HOP_CMP_202602649_1,CMP_202602649,1,ACC_026858,ACC_007122,177859.78,2025-03-04T10:25:00,2025-03-04T11:16:00,2025-03-04T11:33:00,2025-03-04 11:16:00,2025-03-04 11:33:00,17.0,,0.0,0,0.0,0.0,True,False
HOP_CMP_202602653_1,CMP_202602653,1,ACC_026862,ACC_020963,36250.75,2025-04-26T08:25:00,2025-04-26T08:48:00,2025-04-26T08:51:00,2025-04-26 08:48:00,2025-04-26 08:51:00,3.0,,0.0,1,248.0,0.5809808781204127,True,False
HOP_CMP_202602656_2,CMP_202602656,2,ACC_021730,ACC_021739,4684.16,2025-01-23T19:21:00,2025-01-23T19:38:00,2025-01-23T20:58:00,2025-01-23 19:38:00,2025-01-23 20:58:00,80.0,,0.0,1,10.0,0.45678588029021017,True,False
