hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,institution,event_timestamp,available_timestamp
HOP_V2CMP_0004357_6,V2CMP_0004357,6,ACCV2_0003244,ACCV2_0003246,5008.62,UPI,,2026-01-30T13:31:12.550789,2026-01-30T14:42:12.550789
HOP_V2CMP_0004357_7,V2CMP_0004357,7,ACCV2_0003246,ACCV2_0003245,5008.62,IMPS,SBI,2026-01-30T14:13:27.317167,2026-01-30T15:13:27.317167
HOP_V2CMP_0004358_1,V2CMP_0004358,1,VICT_0047444,ACCV2_0034368,712210.91,IMPS,Kotak,2026-01-25T07:08:48.618924,2026-01-25T08:01:48.618924
HOP_V2CMP_0004358_2,V2CMP_0004358,2,ACCV2_0034368,ACCV2_0034368,448298.49,UPI,PNB,2026-01-25T07:13:55.523337,2026-01-25T08:17:55.523337
HOP_V2CMP_0004358_3,V2CMP_0004358,3,ACCV2_0034368,ACCV2_0034433,250037.38,RTGS,SBI,2026-01-25T07:32:26.713719,2026-01-25T08:57:26.713719
HOP_V2CMP_0004358_4,V2CMP_0004358,4,ACCV2_0034433,ACCV2_0034368,250037.38,UPI,SBI,2026-01-25T07:36:08.184570,2026-01-25T08:56:08.184570
HOP_V2CMP_0004359_1,V2CMP_0004359,1,VICT_0047445,ACCV2_0010788,80608.26,UPI,HDFC,2026-01-25T11:59:18.121110,2026-01-25T13:24:18.121110
HOP_V2CMP_0004359_2,V2CMP_0004359,2,ACCV2_0010788,ACCV2_0010758,61493.68,UPI,HDFC,2026-01-25T12:00:20.306692,2026-01-25T12:59:20.306692
HOP_V2CMP_0004359_3,V2CMP_0004359,3,ACCV2_0010758,ACCV2_0010751,61493.68,UPI,,2026-01-25T12:01:20.306692,2026-01-25T12:26:20.306692
HOP_V2CMP_0004360_1,V2CMP_0004360,1,VICT_0047446,ACCV2_0041387,72588.0,NEFT,Bank of Baroda,2026-01-01T19:27:21.249382,2026-01-01T20:05:21.249382
HOP_V2CMP_0004360_2,V2CMP_0004360,2,ACCV2_0041387,ACCV2_0041384,72588.0,NEFT,Axis,2026-01-01T19:41:45.898220,2026-01-01T20:10:45.898220
HOP_V2CMP_0004361_1,V2CMP_0004361,1,VICT_0047447,ACCV2_0002365,308743.49,UPI,Bank of Baroda,2026-01-28T12:01:36.581880,2026-01-28T12:53:36.581880
HOP_V2CMP_0004361_2,V2CMP_0004361,2,ACCV2_0002365,ACCV2_0002365,269166.23,UPI,SBI,2026-01-28T12:03:32.232275,2026-01-28T12:26:32.232275
HOP_V2CMP_0004361_3,V2CMP_0004361,3,ACCV2_0002365,ACCV2_0002367,206967.28,IMPS,Kotak,2026-01-28T12:29:17.275977,2026-01-28T13:55:17.275977
HOP_V2CMP_0004361_4,V2CMP_0004361,4,ACCV2_0002367,ACCV2_0002365,206967.28,IMPS,PNB,2026-01-28T15:21:51.247091,2026-01-28T16:05:51.247091
HOP_V2CMP_0004362_1,V2CMP_0004362,1,VICT_0047448,ACCV2_0041517,28385.16,UPI,Kotak,2026-01-18T11:43:02.025880,2026-01-18T12:42:02.025880
HOP_V2CMP_0004362_2,V2CMP_0004362,2,ACCV2_0041517,ACCV2_0031681,21340.39,UPI,Yes Bank,2026-01-18T11:44:49.024091,2026-01-18T12:18:49.024091
HOP_V2CMP_0004362_3,V2CMP_0004362,3,ACCV2_0031681,ACCV2_0031685,21340.39,IMPS,SBI,2026-01-18T11:48:52.452924,2026-01-18T12:44:52.452924
HOP_V2CMP_0004363_1,V2CMP_0004363,1,VICT_0047449,ACCV2_0036378,12357.64,IMPS,,2026-01-16T01:19:10.436057,2026-01-16T02:15:10.436057
HOP_V2CMP_0004363_2,V2CMP_0004363,2,ACCV2_0036378,ACCV2_0036376,7371.53,IMPS,SBI,2026-01-16T01:24:02.151995,2026-01-16T01:41:02.151995
HOP_V2CMP_0004363_3,V2CMP_0004363,3,ACCV2_0036376,ACCV2_0036378,5869.59,IMPS,PNB,2026-01-16T01:26:18.688559,2026-01-16T02:41:18.688559
HOP_V2CMP_0004363_4,V2CMP_0004363,4,ACCV2_0036378,ACCV2_0036424,5869.59,NEFT,,2026-01-16T01:27:18.688559,2026-01-16T02:15:18.688559
HOP_V2CMP_0004364_1,V2CMP_0004364,1,VICT_0047450,ACCV2_0032280,183713.05,UPI,HDFC,2026-01-09T13:12:52.122268,2026-01-09T14:23:52.122268
HOP_V2CMP_0004364_2,V2CMP_0004364,2,ACCV2_0032280,ACCV2_0032279,128283.74,UPI,HDFC,2026-01-09T13:16:09.691773,2026-01-09T14:31:09.691773
HOP_V2CMP_0004364_3,V2CMP_0004364,3,ACCV2_0032279,ACCV2_0032280,128283.74,IMPS,Yes Bank,2026-01-09T13:23:41.899109,2026-01-09T14:41:41.899109
HOP_V2CMP_0004365_1,V2CMP_0004365,1,VICT_0047451,ACCV2_0000361,105375.17,UPI,Kotak,2026-01-11T10:09:14.690872,2026-01-11T11:38:14.690872
HOP_V2CMP_0004365_2,V2CMP_0004365,2,ACCV2_0000361,ACCV2_0000355,64410.54,UPI,ICICI,2026-01-11T10:23:48.056859,2026-01-11T10:35:48.056859
HOP_V2CMP_0004365_3,V2CMP_0004365,3,ACCV2_0000355,ACCV2_0000355,49976.58,UPI,IndusInd,2026-01-11T10:29:17.824059,2026-01-11T10:42:17.824059
HOP_V2CMP_0004365_4,V2CMP_0004365,4,ACCV2_0000355,ACCV2_0000355,49976.58,NEFT,,2026-01-11T10:32:54.245839,2026-01-11T11:11:54.245839
HOP_V2CMP_0004366_1,V2CMP_0004366,1,VICT_0047452,ACCV2_0030603,882597.03,UPI,Kotak,2026-01-08T22:14:26.736468,2026-01-08T23:07:26.736468
HOP_V2CMP_0004366_2,V2CMP_0004366,2,ACCV2_0030603,ACCV2_0030592,873278.32,NEFT,SBI,2026-01-08T22:28:52.692043,2026-01-08T22:56:52.692043
HOP_V2CMP_0004366_3,V2CMP_0004366,3,ACCV2_0030592,ACCV2_0030624,873278.32,RTGS,PNB,2026-01-08T23:16:29.771530,2026-01-08T23:39:29.771530
HOP_V2CMP_0004367_1,V2CMP_0004367,1,VICT_0047453,ACCV2_0033858,15975.16,UPI,HDFC,2026-01-29T14:37:20.643064,2026-01-29T15:45:20.643064
HOP_V2CMP_0004367_2,V2CMP_0004367,2,ACCV2_0033858,ACCV2_0033848,14105.78,UPI,Kotak,2026-01-29T14:42:28.659406,2026-01-29T14:53:28.659406
HOP_V2CMP_0004367_3,V2CMP_0004367,3,ACCV2_0033848,ACCV2_0033848,11094.99,UPI,Paytm PB,2026-01-29T14:48:20.306165,2026-01-29T15:13:20.306165
HOP_V2CMP_0004367_4,V2CMP_0004367,4,ACCV2_0033848,ACCV2_0033848,11094.99,IMPS,Paytm PB,2026-01-29T15:06:44.782068,2026-01-29T15:21:44.782068
HOP_V2CMP_0004368_1,V2CMP_0004368,1,VICT_0047454,ACCV2_0001752,45725.74,UPI,ICICI,2026-01-26T20:24:01.789597,2026-01-26T21:39:01.789597
HOP_V2CMP_0004368_2,V2CMP_0004368,2,ACCV2_0001752,ACCV2_0001669,36087.53,IMPS,Axis,2026-01-26T20:29:48.995630,2026-01-26T20:53:48.995630
HOP_V2CMP_0004368_3,V2CMP_0004368,3,ACCV2_0001669,ACCV2_0001667,36087.53,UPI,Kotak,2026-01-26T20:40:43.445375,2026-01-26T22:04:43.445375
HOP_V2CMP_0004369_1,V2CMP_0004369,1,VICT_0047455,ACCV2_0020025,21356.95,UPI,Axis,2026-01-09T07:25:45.580660,2026-01-09T08:06:45.580660
HOP_V2CMP_0004370_1,V2CMP_0004370,1,VICT_0047456,ACCV2_0032789,32901.39,UPI,ICICI,2026-01-10T17:40:19.911662,2026-01-10T18:13:19.911662
HOP_V2CMP_0004370_2,V2CMP_0004370,2,ACCV2_0032789,ACCV2_0032792,32901.39,IMPS,Paytm PB,2026-01-10T17:43:30.062897,2026-01-10T18:33:30.062897
HOP_V2CMP_0004371_1,V2CMP_0004371,1,VICT_0047457,ACCV2_0006288,499201.29,RTGS,SBI,2026-01-21T11:34:22.094353,2026-01-21T13:02:22.094353
HOP_V2CMP_0004371_2,V2CMP_0004371,2,ACCV2_0006288,ACCV2_0006268,485569.84,UPI,,2026-01-21T11:51:21.585590,2026-01-21T12:34:21.585590
HOP_V2CMP_0004371_3,V2CMP_0004371,3,ACCV2_0006268,ACCV2_0006267,391761.67,IMPS,Kotak,2026-01-21T11:55:16.759931,2026-01-21T12:58:16.759931
HOP_V2CMP_0004371_4,V2CMP_0004371,4,ACCV2_0006267,ACCV2_0006268,312130.89,RTGS,Axis,2026-01-21T12:15:56.830343,2026-01-21T13:40:56.830343
HOP_V2CMP_0004371_5,V2CMP_0004371,5,ACCV2_0006268,ACCV2_0006267,312130.89,IMPS,,2026-01-21T12:19:15.401372,2026-01-21T13:25:15.401372
HOP_V2CMP_0004372_1,V2CMP_0004372,1,VICT_0047458,ACCV2_0043020,4441.35,IMPS,Bank of Baroda,2026-01-13T08:17:37.585918,2026-01-13T08:58:37.585918
HOP_V2CMP_0004372_2,V2CMP_0004372,2,ACCV2_0043020,ACCV2_0042990,2888.76,IMPS,IndusInd,2026-01-13T08:24:36.297266,2026-01-13T09:00:36.297266
HOP_V2CMP_0004372_3,V2CMP_0004372,3,ACCV2_0042990,ACCV2_0042990,2888.76,UPI,ICICI,2026-01-13T08:26:57.998591,2026-01-13T08:59:57.998591
HOP_V2CMP_0004373_1,V2CMP_0004373,1,VICT_0047459,ACCV2_0024843,112457.64,UPI,ICICI,2026-01-30T10:13:49.145492,2026-01-30T11:00:49.145492
HOP_V2CMP_0004373_2,V2CMP_0004373,2,ACCV2_0024843,ACCV2_0024851,107409.08,NEFT,Paytm PB,2026-01-30T10:15:29.626938,2026-01-30T11:07:29.626938
HOP_V2CMP_0004373_3,V2CMP_0004373,3,ACCV2_0024851,ACCV2_0024842,97963.18,UPI,IndusInd,2026-01-30T10:23:37.534517,2026-01-30T11:00:37.534517
HOP_V2CMP_0004373_4,V2CMP_0004373,4,ACCV2_0024842,ACCV2_0024842,97963.18,IMPS,Paytm PB,2026-01-30T10:26:41.587108,2026-01-30T11:06:41.587108
HOP_V2CMP_0004374_1,V2CMP_0004374,1,VICT_0047460,ACCV2_0001078,21750.67,UPI,Kotak,2026-01-01T18:28:32.148292,2026-01-01T18:56:32.148292
HOP_V2CMP_0004374_2,V2CMP_0004374,2,ACCV2_0001078,ACCV2_0001078,21750.67,UPI,IndusInd,2026-01-01T18:43:29.067428,2026-01-01T18:59:29.067428
HOP_V2CMP_0004375_1,V2CMP_0004375,1,VICT_0047461,ACCV2_0015351,22780.18,UPI,SBI,2026-01-22T21:54:59.587319,2026-01-22T22:10:59.587319
HOP_V2CMP_0004375_2,V2CMP_0004375,2,ACCV2_0015351,ACCV2_0015357,12533.06,UPI,Kotak,2026-01-22T21:56:25.378161,2026-01-22T22:44:25.378161
HOP_V2CMP_0004375_3,V2CMP_0004375,3,ACCV2_0015357,ACCV2_0015351,12517.22,UPI,SBI,2026-01-22T22:01:40.064435,2026-01-22T22:36:40.064435
HOP_V2CMP_0004375_4,V2CMP_0004375,4,ACCV2_0015351,ACCV2_0015353,12517.22,UPI,HDFC,2026-01-22T22:54:24.605227,2026-01-23T00:01:24.605227
HOP_V2CMP_0004376_1,V2CMP_0004376,1,VICT_0047462,ACCV2_0033454,46042.82,UPI,Kotak,2026-01-25T01:56:47.998004,2026-01-25T02:43:47.998004
HOP_V2CMP_0004376_2,V2CMP_0004376,2,ACCV2_0033454,ACCV2_0033464,46042.82,UPI,ICICI,2026-01-25T02:24:00.784869,2026-01-25T02:35:00.784869
HOP_V2CMP_0004377_1,V2CMP_0004377,1,VICT_0047463,ACCV2_0038435,84060.91,IMPS,Canara Bank,2026-01-04T18:32:29.378750,2026-01-04T19:04:29.378750
HOP_V2CMP_0004378_1,V2CMP_0004378,1,VICT_0047464,ACCV2_0011680,40625.34,UPI,ICICI,2026-01-26T16:33:49.991422,2026-01-26T17:29:49.991422
HOP_V2CMP_0004380_1,V2CMP_0004380,1,VICT_0047466,ACCV2_0014523,11160.9,,Canara Bank,2026-01-09T15:36:35.372666,2026-01-09T16:17:35.372666
HOP_V2CMP_0004380_2,V2CMP_0004380,2,ACCV2_0014523,ACCV2_0014464,9667.43,IMPS,PNB,2026-01-09T16:00:44.937089,2026-01-09T16:23:44.937089
HOP_V2CMP_0004380_3,V2CMP_0004380,3,ACCV2_0014464,ACCV2_0014463,6469.11,IMPS,Paytm PB,2026-01-09T16:01:51.088249,2026-01-09T16:59:51.088249
HOP_V2CMP_0004380_4,V2CMP_0004380,4,ACCV2_0014463,ACCV2_0014463,4978.01,UPI,SBI,2026-01-09T16:04:10.199810,2026-01-09T17:07:10.199810
HOP_V2CMP_0004380_5,V2CMP_0004380,5,ACCV2_0014463,ACCV2_0014472,4978.01,RTGS,ICICI,2026-01-09T16:09:24.118033,2026-01-09T16:36:24.118033
HOP_V2CMP_0004381_1,V2CMP_0004381,1,VICT_0047467,ACCV2_0022021,341068.94,UPI,HDFC,2026-01-07T19:07:57.800183,2026-01-07T20:01:57.800183
HOP_V2CMP_0004381_2,V2CMP_0004381,2,ACCV2_0022021,ACCV2_0022019,237230.61,RTGS,Axis,2026-01-07T19:13:30.603699,2026-01-07T20:32:30.603699
HOP_V2CMP_0004381_3,V2CMP_0004381,3,ACCV2_0022019,ACCV2_0022058,237230.61,RTGS,Yes Bank,2026-01-07T19:15:54.420394,2026-01-07T20:13:54.420394
HOP_V2CMP_0004382_1,V2CMP_0004382,1,VICT_0047468,ACCV2_0025615,124106.74,RTGS,Canara Bank,2026-01-11T10:53:04.651370,2026-01-11T12:05:04.651370
HOP_V2CMP_0004382_2,V2CMP_0004382,2,ACCV2_0025615,ACCV2_0025600,90938.9,IMPS,IndusInd,2026-01-11T11:10:45.750129,2026-01-11T11:52:45.750129
HOP_V2CMP_0004382_3,V2CMP_0004382,3,ACCV2_0025600,ACCV2_0025599,73497.54,UPI,HDFC,2026-01-11T11:21:37.031995,2026-01-11T12:32:37.031995
HOP_V2CMP_0004382_4,V2CMP_0004382,4,ACCV2_0025599,ACCV2_0025599,73497.54,UPI,Paytm PB,2026-01-11T11:26:07.787333,2026-01-11T12:46:07.787333
HOP_V2CMP_0004383_1,V2CMP_0004383,1,VICT_0047469,ACCV2_0015016,482198.23,IMPS,Axis,2026-01-16T11:39:48.277386,2026-01-16T13:09:48.277386
HOP_V2CMP_0004383_2,V2CMP_0004383,2,ACCV2_0015016,ACCV2_0015012,350713.35,IMPS,HDFC,2026-01-16T11:41:58.154033,2026-01-16T12:53:58.154033
HOP_V2CMP_0004383_3,V2CMP_0004383,3,ACCV2_0015012,ACCV2_0015011,243484.44,RTGS,HDFC,2026-01-16T11:49:10.374601,2026-01-16T12:22:10.374601
HOP_V2CMP_0004383_4,V2CMP_0004383,4,ACCV2_0015011,ACCV2_0015011,236942.7,UPI,Kotak,2026-01-16T11:55:11.379699,2026-01-16T13:21:11.379699
HOP_V2CMP_0004383_5,V2CMP_0004383,5,ACCV2_0015011,ACCV2_0015011,236942.7,RTGS,,2026-01-16T12:03:01.623469,2026-01-16T12:38:01.623469
HOP_V2CMP_0004384_1,V2CMP_0004384,1,VICT_0047470,ACCV2_0006835,58287.45,IMPS,Bank of Baroda,2026-01-14T10:22:31.767623,2026-01-14T11:21:31.767623
HOP_V2CMP_0004384_2,V2CMP_0004384,2,ACCV2_0006835,ACCV2_0006846,58287.45,UPI,IndusInd,2026-01-14T10:31:01.459995,2026-01-14T11:46:01.459995
HOP_V2CMP_0004385_1,V2CMP_0004385,1,VICT_0047471,ACCV2_0021148,29379.84,IMPS,Axis,2026-01-25T11:02:01.680901,2026-01-25T11:40:01.680901
HOP_V2CMP_0004385_2,V2CMP_0004385,2,ACCV2_0021148,ACCV2_0021189,29379.84,NEFT,PNB,2026-01-25T11:07:08.842770,2026-01-25T11:58:08.842770
HOP_V2CMP_0004386_1,V2CMP_0004386,1,VICT_0047472,ACCV2_0022336,5023.49,UPI,Canara Bank,2026-01-01T10:00:20.411957,2026-01-01T10:19:20.411957
HOP_V2CMP_0004386_2,V2CMP_0004386,2,ACCV2_0022336,ACCV2_0022350,3140.13,UPI,SBI,2026-01-01T10:01:20.411957,2026-01-01T10:32:20.411957
HOP_V2CMP_0004386_3,V2CMP_0004386,3,ACCV2_0022350,ACCV2_0022337,2124.94,UPI,PNB,2026-01-01T10:04:45.167503,2026-01-01T11:00:45.167503
HOP_V2CMP_0004386_4,V2CMP_0004386,4,ACCV2_0022337,ACCV2_0022336,2124.94,IMPS,Kotak,2026-01-01T10:17:15.532178,2026-01-01T11:46:15.532178
HOP_V2CMP_0004387_1,V2CMP_0004387,1,VICT_0047473,ACCV2_0003244,52022.19,,SBI,2026-01-13T06:31:06.207286,2026-01-13T07:12:06.207286
HOP_V2CMP_0004388_1,V2CMP_0004388,1,VICT_0047474,ACCV2_0034434,204801.43,UPI,Canara Bank,2026-01-20T19:25:49.642069,2026-01-20T19:46:49.642069
HOP_V2CMP_0004388_2,V2CMP_0004388,2,ACCV2_0034434,ACCV2_0034434,189354.54,,Yes Bank,2026-01-20T19:26:49.642069,2026-01-20T20:48:49.642069
HOP_V2CMP_0004388_3,V2CMP_0004388,3,ACCV2_0034434,ACCV2_0034483,189354.54,UPI,Paytm PB,2026-01-20T19:53:58.017514,2026-01-20T20:11:58.017514
HOP_V2CMP_0004389_1,V2CMP_0004389,1,VICT_0047475,ACCV2_0000883,1870.86,UPI,SBI,2026-01-27T10:11:21.667570,2026-01-27T11:18:21.667570
HOP_V2CMP_0004390_1,V2CMP_0004390,1,VICT_0047476,ACCV2_0023690,187831.11,UPI,Axis,2026-01-12T16:23:47.896185,2026-01-12T16:51:47.896185
HOP_V2CMP_0004390_2,V2CMP_0004390,2,ACCV2_0023690,ACCV2_0023647,137847.22,UPI,,2026-01-12T16:42:47.077301,2026-01-12T17:29:47.077301
HOP_V2CMP_0004390_3,V2CMP_0004390,3,ACCV2_0023647,ACCV2_0023652,101250.69,UPI,HDFC,2026-01-12T16:58:31.604880,2026-01-12T17:58:31.604880
HOP_V2CMP_0004390_4,V2CMP_0004390,4,ACCV2_0023652,ACCV2_0023647,64482.19,UPI,IndusInd,2026-01-12T17:06:10.549500,2026-01-12T18:06:10.549500
HOP_V2CMP_0004390_5,V2CMP_0004390,5,ACCV2_0023647,ACCV2_0023674,64482.19,,IndusInd,2026-01-12T17:23:41.818626,2026-01-12T18:30:41.818626
HOP_V2CMP_0004391_1,V2CMP_0004391,1,VICT_0047477,ACCV2_0040445,217504.07,NEFT,,2026-01-30T11:34:38.063258,2026-01-30T12:06:38.063258
HOP_V2CMP_0004391_2,V2CMP_0004391,2,ACCV2_0040445,ACCV2_0021003,129124.07,UPI,,2026-01-30T11:53:35.635102,2026-01-30T13:17:35.635102
HOP_V2CMP_0004391_3,V2CMP_0004391,3,ACCV2_0021003,ACCV2_0021004,129124.07,NEFT,Kotak,2026-01-30T11:54:42.002688,2026-01-30T13:04:42.002688
HOP_V2CMP_0004392_1,V2CMP_0004392,1,VICT_0047478,ACCV2_0022845,38046.49,UPI,HDFC,2026-01-16T08:51:25.370708,2026-01-16T10:18:25.370708
HOP_V2CMP_0004392_2,V2CMP_0004392,2,ACCV2_0022845,ACCV2_0022847,34940.18,UPI,Yes Bank,2026-01-16T09:04:59.611372,2026-01-16T10:32:59.611372
HOP_V2CMP_0004392_3,V2CMP_0004392,3,ACCV2_0022847,ACCV2_0022849,34940.18,UPI,Yes Bank,2026-01-16T09:07:58.608440,2026-01-16T09:17:58.608440
HOP_V2CMP_0004393_1,V2CMP_0004393,1,VICT_0047479,ACCV2_0031531,169401.06,IMPS,HDFC,2026-01-01T15:49:31.345122,2026-01-01T16:05:31.345122
HOP_V2CMP_0004393_2,V2CMP_0004393,2,ACCV2_0031531,ACCV2_0031534,155791.33,UPI,SBI,2026-01-01T15:51:04.650416,2026-01-01T16:26:04.650416
HOP_V2CMP_0004393_3,V2CMP_0004393,3,ACCV2_0031534,ACCV2_0031531,155791.33,UPI,Yes Bank,2026-01-01T15:52:16.969233,2026-01-01T17:15:16.969233
HOP_V2CMP_0004394_1,V2CMP_0004394,1,VICT_0047480,ACCV2_0007360,26921.29,,HDFC,2026-01-21T09:04:07.555392,2026-01-21T10:10:07.555392
HOP_V2CMP_0004394_2,V2CMP_0004394,2,ACCV2_0007360,ACCV2_0007379,26921.29,UPI,HDFC,2026-01-21T09:05:07.555392,2026-01-21T09:55:07.555392
HOP_V2CMP_0004395_1,V2CMP_0004395,1,VICT_0047481,ACCV2_0028159,9051.3,UPI,Canara Bank,2026-01-31T04:12:08.648897,2026-01-31T05:20:08.648897
HOP_V2CMP_0004395_2,V2CMP_0004395,2,ACCV2_0028159,ACCV2_0028152,5002.82,UPI,,2026-01-31T04:15:40.382325,2026-01-31T05:32:40.382325
HOP_V2CMP_0004395_3,V2CMP_0004395,3,ACCV2_0028152,ACCV2_0028151,5002.82,UPI,Paytm PB,2026-01-31T04:31:54.571829,2026-01-31T04:54:54.571829
HOP_V2CMP_0004396_1,V2CMP_0004396,1,VICT_0047482,ACCV2_0031628,6586.06,UPI,SBI,2026-01-18T17:55:41.079021,2026-01-18T19:03:41.079021
HOP_V2CMP_0004396_2,V2CMP_0004396,2,ACCV2_0031628,ACCV2_0031637,6087.68,UPI,SBI,2026-01-18T17:56:41.079021,2026-01-18T18:41:41.079021
HOP_V2CMP_0004396_3,V2CMP_0004396,3,ACCV2_0031637,ACCV2_0031630,4246.51,IMPS,Kotak,2026-01-18T17:57:59.757482,2026-01-18T19:20:59.757482
HOP_V2CMP_0004396_4,V2CMP_0004396,4,ACCV2_0031630,ACCV2_0031628,3134.77,RTGS,Kotak,2026-01-18T18:04:51.782538,2026-01-18T19:03:51.782538
HOP_V2CMP_0004396_5,V2CMP_0004396,5,ACCV2_0031628,ACCV2_0031628,3134.77,IMPS,Yes Bank,2026-01-18T18:06:02.106417,2026-01-18T19:15:02.106417
HOP_V2CMP_0004397_1,V2CMP_0004397,1,VICT_0047483,ACCV2_0042567,518057.69,UPI,SBI,2026-01-27T21:02:27.461434,2026-01-27T22:13:27.461434
HOP_V2CMP_0004397_2,V2CMP_0004397,2,ACCV2_0042567,ACCV2_0008918,313298.1,UPI,PNB,2026-01-27T21:05:01.933341,2026-01-27T21:16:01.933341
HOP_V2CMP_0004397_3,V2CMP_0004397,3,ACCV2_0008918,ACCV2_0008917,220681.94,UPI,PNB,2026-01-27T21:10:20.007364,2026-01-27T21:46:20.007364
HOP_V2CMP_0004397_4,V2CMP_0004397,4,ACCV2_0008917,ACCV2_0008917,220681.94,RTGS,PNB,2026-01-27T21:11:20.007364,2026-01-27T22:17:20.007364
HOP_V2CMP_0004398_1,V2CMP_0004398,1,VICT_0047484,ACCV2_0022788,73185.5,NEFT,Kotak,2026-01-11T12:09:06.847853,2026-01-11T12:22:06.847853
HOP_V2CMP_0004398_2,V2CMP_0004398,2,ACCV2_0022788,ACCV2_0022843,50019.85,UPI,Kotak,2026-01-11T12:14:24.193890,2026-01-11T12:28:24.193890
HOP_V2CMP_0004398_3,V2CMP_0004398,3,ACCV2_0022843,ACCV2_0040178,30855.65,UPI,Kotak,2026-01-11T12:15:31.150467,2026-01-11T12:29:31.150467
HOP_V2CMP_0004398_4,V2CMP_0004398,4,ACCV2_0040178,ACCV2_0022816,17408.56,,Yes Bank,2026-01-11T12:24:51.621112,2026-01-11T12:51:51.621112
HOP_V2CMP_0004398_5,V2CMP_0004398,5,ACCV2_0022816,ACCV2_0022788,17408.56,UPI,Kotak,2026-01-11T12:25:51.621112,2026-01-11T13:09:51.621112
HOP_V2CMP_0004399_1,V2CMP_0004399,1,VICT_0047485,ACCV2_0016564,149916.5,NEFT,SBI,2026-01-09T21:18:41.834440,2026-01-09T22:27:41.834440
HOP_V2CMP_0004399_2,V2CMP_0004399,2,ACCV2_0016564,ACCV2_0016512,105683.03,UPI,SBI,2026-01-09T21:33:12.716434,2026-01-09T22:41:12.716434
HOP_V2CMP_0004399_3,V2CMP_0004399,3,ACCV2_0016512,ACCV2_0016516,88192.53,UPI,Axis,2026-01-09T21:36:19.919593,2026-01-09T22:52:19.919593
HOP_V2CMP_0004399_4,V2CMP_0004399,4,ACCV2_0016516,ACCV2_0016537,69727.77,UPI,PNB,2026-01-09T21:40:32.434238,2026-01-09T22:53:32.434238
HOP_V2CMP_0004399_5,V2CMP_0004399,5,ACCV2_0016537,ACCV2_0016520,51139.53,IMPS,SBI,2026-01-09T21:44:43.820493,2026-01-09T22:52:43.820493
HOP_V2CMP_0004399_6,V2CMP_0004399,6,ACCV2_0016520,ACCV2_0042212,51139.53,UPI,HDFC,2026-01-09T21:53:09.932187,2026-01-09T22:42:09.932187
HOP_V2CMP_0004400_1,V2CMP_0004400,1,VICT_0047486,ACCV2_0041303,23735.18,UPI,HDFC,2026-01-29T13:21:41.835568,2026-01-29T14:10:41.835568
HOP_V2CMP_0004401_1,V2CMP_0004401,1,VICT_0047487,ACCV2_0021759,940719.39,UPI,ICICI,2026-01-09T19:22:12.368026,2026-01-09T20:24:12.368026
HOP_V2CMP_0004401_2,V2CMP_0004401,2,ACCV2_0021759,ACCV2_0021759,940719.39,RTGS,SBI,2026-01-09T19:42:31.223908,2026-01-09T20:23:31.223908
HOP_V2CMP_0004403_1,V2CMP_0004403,1,VICT_0047489,ACCV2_0023864,44630.03,UPI,Bank of Baroda,2026-01-10T19:40:49.084951,2026-01-10T21:10:49.084951
HOP_V2CMP_0004403_2,V2CMP_0004403,2,ACCV2_0023864,ACCV2_0023874,33375.09,UPI,HDFC,2026-01-10T21:27:34.690457,2026-01-10T22:44:34.690457
HOP_V2CMP_0004403_3,V2CMP_0004403,3,ACCV2_0023874,ACCV2_0023866,26111.23,,Paytm PB,2026-01-10T21:31:20.834089,2026-01-10T21:45:20.834089
HOP_V2CMP_0004403_4,V2CMP_0004403,4,ACCV2_0023866,ACCV2_0023865,26111.23,IMPS,PNB,2026-01-10T22:01:18.307964,2026-01-10T22:21:18.307964
HOP_V2CMP_0004404_1,V2CMP_0004404,1,VICT_0047490,ACCV2_0019650,18810.76,RTGS,,2026-01-28T10:07:13,2026-01-28T10:44:13
HOP_V2CMP_0004404_2,V2CMP_0004404,2,ACCV2_0019650,ACCV2_0019651,11919.55,RTGS,SBI,2026-01-28T10:38:14.689513,2026-01-28T11:58:14.689513
HOP_V2CMP_0004404_3,V2CMP_0004404,3,ACCV2_0019651,ACCV2_0019651,11919.55,UPI,,2026-01-28T10:39:57.170935,2026-01-28T11:52:57.170935
HOP_V2CMP_0004405_1,V2CMP_0004405,1,VICT_0047491,ACCV2_0008817,6081.51,UPI,HDFC,2026-01-15T17:04:25.115987,2026-01-15T18:31:25.115987
HOP_V2CMP_0004405_2,V2CMP_0004405,2,ACCV2_0008817,ACCV2_0008816,3406.21,IMPS,ICICI,2026-01-15T17:09:56.764941,2026-01-15T17:23:56.764941
HOP_V2CMP_0004405_3,V2CMP_0004405,3,ACCV2_0008816,ACCV2_0039392,3406.21,UPI,SBI,2026-01-15T17:13:01.874587,2026-01-15T17:37:01.874587
HOP_V2CMP_0004406_1,V2CMP_0004406,1,VICT_0047492,ACCV2_0028098,89289.38,IMPS,Kotak,2026-01-06T10:00:25.623153,2026-01-06T10:27:25.623153
HOP_V2CMP_0004406_2,V2CMP_0004406,2,ACCV2_0028098,ACCV2_0028098,59879.96,IMPS,Paytm PB,2026-01-06T10:04:08.815453,2026-01-06T11:34:08.815453
HOP_V2CMP_0004406_3,V2CMP_0004406,3,ACCV2_0028098,ACCV2_0028150,59879.96,IMPS,HDFC,2026-01-06T10:05:20.032269,2026-01-06T11:06:20.032269
