complaint_id,typology_id,typology_name,amount_inr,victim_state,victim_district,victim_zone_id,incident_timestamp,complaint_timestamp,available_timestamp
V2CMP_0003012,TYP_07,Digital Arrest,274203.11,Andhra Pradesh,Kurnool,V2_ZID_038,2026-01-17T21:49:52,2026-01-18T07:21:17.670725,2026-01-18T07:40:17.670725
V2CMP_0003013,TYP_10,Courier / Parcel Scam,46490.87,Kerala,Kannur,V2_ZID_113,2026-01-31T05:20:25,2026-01-31T08:44:54.767601,2026-01-31T09:11:54.767601
V2CMP_0003014,TYP_06,Marketplace / OLX Fraud,10852.63,Punjab,Bathinda,V2_ZID_101,2026-01-01T18:32:30,2026-01-01T20:44:58.738583,2026-01-01T20:49:58.738583
V2CMP_0003015,TYP_01,OTP / KYC Fraud,33519.92,Jammu & Kashmir,Jammu,V2_ZID_108,2026-01-17T11:54:53,2026-01-17T13:31:31.693179,2026-01-17T13:55:31.693179
V2CMP_0003016,TYP_03,Part-Time Job Scam,97902.16,Himachal Pradesh,Shimla,V2_ZID_105,2026-01-29T06:00:49,2026-01-31T09:59:05.727133,2026-01-31T10:34:05.727133
V2CMP_0003017,TYP_02,Fake Loan App,14481.99,Gujarat,Surat,V2_ZID_047,2026-01-21T13:16:31,2026-01-22T01:14:22.765404,2026-01-22T01:23:22.765404
V2CMP_0003018,TYP_02,Fake Loan App,18498.74,Bihar,Katihar,V2_ZID_072,2026-01-01T10:18:59,2026-01-01T18:07:25.952444,2026-01-01T18:42:25.952444
V2CMP_0003019,TYP_07,Digital Arrest,274071.1,Andhra Pradesh,Vizianagaram,V2_ZID_118,2026-01-06T11:02:13,2026-01-06T11:49:30.037131,2026-01-06T12:05:30.037131
V2CMP_0003020,TYP_03,Part-Time Job Scam,502947.23,Uttar Pradesh,Ghaziabad,V2_ZID_007,2026-01-20T16:51:10,2026-01-20T19:45:18.511353,2026-01-20T20:09:18.511353
V2CMP_0003021,TYP_09,Romance / Honey Trap Scam,460933.13,Madhya Pradesh,Ujjain,V2_ZID_081,2026-01-28T07:17:43,2026-01-28T07:41:37.188307,2026-01-28T08:25:37.188307
V2CMP_0003022,TYP_07,Digital Arrest,318222.12,Maharashtra,Ratnagiri,V2_ZID_111,2026-01-14T15:06:23,2026-01-14T18:31:23.711149,2026-01-14T19:03:23.711149
V2CMP_0003023,TYP_04,Investment / Crypto Scam,253649.06,Manipur,Imphal West,V2_ZID_091,2026-01-03T11:21:37,2026-01-04T14:32:05.308424,2026-01-04T14:41:05.308424
V2CMP_0003024,TYP_04,Investment / Crypto Scam,1203868.4,Jammu & Kashmir,Srinagar,V2_ZID_107,2026-01-29T07:40:51,2026-01-29T08:53:44.358071,2026-01-29T09:10:44.358071
V2CMP_0003025,TYP_06,Marketplace / OLX Fraud,14404.73,Karnataka,Dharwad,V2_ZID_033,2026-01-01T08:21:00,2026-01-01T10:46:55.800125,2026-01-01T11:18:55.800125
V2CMP_0003026,TYP_07,Digital Arrest,1903344.05,Rajasthan,,V2_ZID_083,2026-01-12T08:51:50,2026-01-12T12:14:21.629820,2026-01-12T12:31:21.629820
V2CMP_0003027,TYP_06,Marketplace / OLX Fraud,14266.35,Uttar Pradesh,Agra,V2_ZID_013,2026-01-02T19:50:25,2026-01-02T20:28:34.335103,2026-01-02T20:49:34.335103
V2CMP_0003028,TYP_03,Part-Time Job Scam,162696.77,Bihar,Katihar,V2_ZID_072,2026-01-03T13:23:09,2026-01-03T20:26:41.705011,2026-01-03T21:10:41.705011
V2CMP_0003029,TYP_01,OTP / KYC Fraud,6087.02,Odisha,Puri,V2_ZID_119,2026-01-23T19:48:52,2026-01-23T20:35:15.235260,2026-01-23T21:03:15.235260
V2CMP_0003030,TYP_04,Investment / Crypto Scam,426563.08,Odisha,Puri,V2_ZID_119,2026-01-25T12:18:02,2026-01-26T10:43:25.825408,2026-01-26T10:52:25.825408
V2CMP_0003031,TYP_02,Fake Loan App,14869.58,Chhattisgarh,Raipur,V2_ZID_078,2026-01-04T20:36:27,2026-01-04T23:28:30.596415,2026-01-04T23:46:30.596415
V2CMP_0003032,TYP_05,Sextortion,13111.79,Nagaland,Kohima,V2_ZID_095,2026-01-16T21:26:52,2026-01-18T02:11:29.711360,2026-01-18T02:30:29.711360
V2CMP_0003033,TYP_01,OTP / KYC Fraud,38251.63,Rajasthan,Jaipur,V2_ZID_050,2026-01-19T13:43:06,2026-01-19T18:04:19.207523,2026-01-19T18:11:19.207523
V2CMP_0003034,TYP_06,Marketplace / OLX Fraud,12340.92,Bihar,Katihar,V2_ZID_072,2026-01-10T18:50:47,2026-01-10T19:43:02.022627,2026-01-10T20:18:02.022627
V2CMP_0003035,TYP_01,OTP / KYC Fraud,40592.22,Kerala,Thrissur,V2_ZID_037,2026-01-04T01:03:46,2026-01-04T03:24:44.821089,2026-01-04T03:31:44.821089
V2CMP_0003036,TYP_04,Investment / Crypto Scam,739638.99,Punjab,Amritsar,V2_ZID_097,2026-01-25T21:11:19,2026-01-26T11:07:41.516970,2026-01-26T11:43:41.516970
V2CMP_0003037,TYP_07,Digital Arrest,293871.54,Andhra Pradesh,Vizianagaram,V2_ZID_118,2026-01-19T13:52:34,2026-01-25T21:06:39.928709,2026-01-25T21:41:39.928709
V2CMP_0003038,TYP_01,OTP / KYC Fraud,14521.3,Andhra Pradesh,Kurnool,V2_ZID_038,2026-01-01T16:17:36,2026-01-01T20:16:38.593566,2026-01-03T19:49:00.049742
V2CMP_0003039,TYP_04,Investment / Crypto Scam,317284.2,Rajasthan,Bharatpur,V2_ZID_055,2026-01-30T20:39:36,2026-01-31T08:56:40.260213,2026-01-31T09:14:40.260213
V2CMP_0003040,TYP_07,Digital Arrest,602655.5,Madhya Pradesh,Jabalpur,V2_ZID_075,2026-01-13T09:35:16,2026-01-14T00:15:57.173852,2026-01-14T00:34:57.173852
V2CMP_0003041,TYP_01,OTP / KYC Fraud,30100.21,Punjab,Ludhiana,V2_ZID_098,2026-01-17T10:24:18,2026-01-17T11:14:14.996781,2026-01-17T11:21:14.996781
V2CMP_0003042,TYP_04,Investment / Crypto Scam,900361.17,Maharashtra,Pune,V2_ZID_042,2026-01-30T18:58:13,2026-01-31T16:44:26.078864,2026-01-31T16:49:26.078864
V2CMP_0003043,TYP_07,Digital Arrest,499158.94,Haryana,Ambala,V2_ZID_104,2026-01-13T06:14:58,2026-01-13T11:10:34.857001,2026-01-13T11:15:34.857001
V2CMP_0003044,TYP_04,Investment / Crypto Scam,274945.71,Uttar Pradesh,Lucknow,V2_ZID_009,2026-01-30T04:15:03,2026-01-31T08:33:22.552077,2026-01-31T08:40:22.552077
V2CMP_0003045,TYP_04,Investment / Crypto Scam,129221.9,Haryana,Ambala,V2_ZID_104,2026-01-25T08:49:36,2026-01-26T18:45:37.690794,2026-01-26T18:57:37.690794
V2CMP_0003046,TYP_07,Digital Arrest,28656.62,Assam,Dibrugarh,V2_ZID_088,2026-01-25T14:51:47,2026-01-25T20:51:47,2026-01-25T21:16:47
V2CMP_0003047,TYP_05,Sextortion,9531.68,Assam,Dibrugarh,V2_ZID_088,2026-01-27T18:50:18,2026-01-28T02:05:03.625058,2026-01-28T02:34:03.625058
V2CMP_0003048,TYP_03,Part-Time Job Scam,260971.66,Karnataka,Mysuru,V2_ZID_032,2026-01-17T17:54:52,2026-01-17T21:07:47.577524,2026-01-17T21:24:47.577524
V2CMP_0003049,TYP_03,Part-Time Job Scam,214980.09,Madhya Pradesh,Ujjain,V2_ZID_081,2026-01-15T08:21:40,2026-01-16T05:20:05.230703,2026-01-16T05:52:05.230703
V2CMP_0003050,TYP_01,OTP / KYC Fraud,52551.85,Andhra Pradesh,Krishna,V2_ZID_030,2026-01-09T20:57:50,2026-01-09T22:30:13.449151,2026-01-09T22:54:13.449151
V2CMP_0003051,TYP_09,Romance / Honey Trap Scam,146665.93,Andhra Pradesh,Tirupati,V2_ZID_034,2026-01-11T20:01:12,2026-01-11T21:04:16.558690,2026-01-11T21:41:16.558690
V2CMP_0003052,TYP_01,OTP / KYC Fraud,75947.05,Bihar,Gaya,V2_ZID_061,2026-01-03T12:33:37,2026-01-03T14:50:41.875480,2026-01-03T14:55:41.875480
V2CMP_0003053,TYP_08,SIM Swap / Account Takeover,179146.23,Karnataka,Bengaluru Urban,V2_ZID_036,2026-01-08T14:14:19,2026-01-08T16:31:12.548461,2026-01-08T16:47:12.548461
V2CMP_0003054,TYP_06,Marketplace / OLX Fraud,21341.45,Uttar Pradesh,Mathura,V2_ZID_006,2026-01-03T03:54:26,2026-01-03T17:33:16.134062,2026-01-03T18:12:16.134062
V2CMP_0003055,TYP_04,Investment / Crypto Scam,645955.53,Himachal Pradesh,Kangra,V2_ZID_106,2026-01-25T14:00:37,2026-01-26T02:10:35.632531,2026-01-26T02:29:35.632531
V2CMP_0003056,TYP_03,Part-Time Job Scam,177560.4,Haryana,Panipat,V2_ZID_015,2026-01-21T20:27:37,2026-01-22T00:54:17.649887,2026-01-22T01:16:17.649887
V2CMP_0003057,TYP_05,Sextortion,27783.94,Uttar Pradesh,Kanpur Nagar,V2_ZID_010,2026-01-27T20:42:46,2026-01-29T23:03:00.629180,2026-01-29T23:18:00.629180
V2CMP_0003058,TYP_01,OTP / KYC Fraud,15474.86,Haryana,Gurugram,V2_ZID_003,2026-01-25T07:03:30,2026-01-28T11:35:37.289234,2026-01-28T11:44:37.289234
V2CMP_0003059,TYP_06,Marketplace / OLX Fraud,11254.95,Punjab,Ludhiana,V2_ZID_098,2026-01-13T23:31:56,2026-01-14T01:02:52.267770,2026-01-14T01:19:52.267770
V2CMP_0003060,TYP_01,OTP / KYC Fraud,20332.64,Punjab,Ludhiana,V2_ZID_098,2026-01-13T15:31:37,2026-01-13T16:45:36.379068,2026-01-13T17:05:36.379068
V2CMP_0003061,TYP_07,Digital Arrest,574010.95,Uttar Pradesh,Varanasi,V2_ZID_011,2026-01-09T02:07:21,2026-01-09T07:49:26.133225,2026-01-09T08:11:26.133225
V2CMP_0003062,TYP_05,Sextortion,27141.16,Uttar Pradesh,Gautam Buddha Nagar,V2_ZID_004,2026-01-29T01:12:14,2026-01-29T03:47:08.219682,2026-01-29T04:06:08.219682
V2CMP_0003063,TYP_01,OTP / KYC Fraud,19165.62,Karnataka,Bengaluru Urban,V2_ZID_020,2026-01-21T08:37:04,2026-01-21T13:57:17.821722,2026-01-21T14:24:17.821722
V2CMP_0003064,TYP_01,OTP / KYC Fraud,109199.01,Bihar,Gaya,V2_ZID_061,2026-01-16T19:39:46,2026-01-16T21:00:41.398685,2026-01-16T21:32:41.398685
V2CMP_0003065,TYP_05,Sextortion,26049.08,Telangana,Hyderabad,V2_ZID_022,2026-01-03T12:19:02,2026-01-03T13:44:21.890949,2026-01-03T14:26:21.890949
V2CMP_0003066,TYP_06,Marketplace / OLX Fraud,11081.67,Chhattisgarh,Bilaspur,V2_ZID_079,2026-01-17T10:14:29,2026-01-18T13:02:15.901551,2026-01-18T13:20:15.901551
V2CMP_0003067,TYP_01,OTP / KYC Fraud,38611.38,Odisha,Cuttack,V2_ZID_068,2026-01-22T13:10:27,2026-01-22T14:15:25.757697,2026-01-22T14:26:25.757697
V2CMP_0003068,TYP_07,Digital Arrest,323996.89,Bihar,Bhagalpur,V2_ZID_062,2026-01-26T15:23:44,2026-01-26T18:36:03.794863,2026-01-26T19:04:03.794863
V2CMP_0003069,TYP_03,Part-Time Job Scam,82944.36,Andhra Pradesh,Kurnool,V2_ZID_038,2026-01-11T15:21:48,2026-01-11T20:25:11.410129,2026-01-11T21:10:11.410129
V2CMP_0003070,TYP_09,Romance / Honey Trap Scam,322370.13,Assam,Kamrup Metro,V2_ZID_087,2026-01-13T06:19:22,2026-01-15T10:11:36.636385,2026-01-15T10:44:36.636385
V2CMP_0003071,TYP_01,OTP / KYC Fraud,48599.8,Rajasthan,Jodhpur,V2_ZID_051,2026-01-09T17:07:49,2026-01-09T18:47:39.176802,2026-01-09T19:10:39.176802
V2CMP_0003072,TYP_03,Part-Time Job Scam,582710.04,Punjab,Bathinda,V2_ZID_101,2026-01-21T20:30:27,2026-01-21T22:03:58.845579,2026-01-23T21:24:28.263653
V2CMP_0003073,TYP_06,Marketplace / OLX Fraud,5467.97,Rajasthan,Bharatpur,V2_ZID_055,2026-01-01T14:44:05,2026-01-01T16:22:45.905975,2026-01-01T17:02:45.905975
V2CMP_0003074,TYP_03,Part-Time Job Scam,18852.64,Haryana,Hisar,V2_ZID_103,2026-01-12T10:05:51,2026-01-12T11:08:41.080238,2026-01-12T11:52:41.080238
V2CMP_0003075,TYP_06,Marketplace / OLX Fraud,22616.53,Karnataka,Mysuru,V2_ZID_032,2026-01-22T11:05:13,2026-01-22T12:37:55.053463,2026-01-25T11:32:13.828597
V2CMP_0003076,TYP_07,Digital Arrest,1374337.21,Andhra Pradesh,Prakasam,V2_ZID_117,2026-01-18T14:10:17,2026-01-20T03:19:20.673692,2026-01-20T03:37:20.673692
V2CMP_0003077,TYP_10,Courier / Parcel Scam,28765.42,Haryana,Faridabad,V2_ZID_008,2026-01-08T00:45:58,2026-01-08T02:54:16.540901,2026-01-08T03:01:16.540901
V2CMP_0003078,TYP_04,Investment / Crypto Scam,98266.8,Punjab,Hoshiarpur,V2_ZID_102,2026-01-28T17:26:52,2026-01-28T23:16:25.343322,2026-01-29T00:01:25.343322
V2CMP_0003079,TYP_09,Romance / Honey Trap Scam,716400.32,Maharashtra,Nagpur,V2_ZID_044,2026-01-24T22:48:54,2026-01-27T03:12:48.729343,2026-01-27T03:57:48.729343
V2CMP_0003080,TYP_09,Romance / Honey Trap Scam,87088.29,Rajasthan,Jodhpur,V2_ZID_051,2026-01-08T10:00:29,2026-01-11T07:41:15.801289,2026-01-11T07:53:15.801289
V2CMP_0003081,TYP_04,Investment / Crypto Scam,407508.47,Bihar,Gaya,V2_ZID_061,2026-01-18T06:58:20,2026-01-20T02:12:11.378386,2026-01-20T02:22:11.378386
V2CMP_0003082,TYP_07,Digital Arrest,833943.14,Tripura,West Tripura,V2_ZID_092,2026-01-29T10:01:52,2026-01-29T19:32:33.553627,2026-01-29T20:15:33.553627
V2CMP_0003083,TYP_03,Part-Time Job Scam,164324.41,Haryana,Rohtak,V2_ZID_016,2026-01-16T07:14:56,2026-01-16T12:12:15.411527,2026-01-16T12:35:15.411527
V2CMP_0003084,TYP_07,Digital Arrest,50136.16,Bihar,Katihar,V2_ZID_072,2026-01-11T04:18:44,2026-01-12T08:18:31.885130,2026-01-12T08:34:31.885130
V2CMP_0003085,TYP_01,OTP / KYC Fraud,130386.39,Rajasthan,Jaipur,V2_ZID_050,2026-01-19T16:52:03,2026-01-19T17:22:03,2026-01-19T17:58:03
V2CMP_0003086,TYP_03,Part-Time Job Scam,70618.16,Rajasthan,Alwar,V2_ZID_054,2026-01-08T08:58:27,2026-01-09T16:38:47.093365,2026-01-09T17:08:47.093365
V2CMP_0003087,TYP_02,Fake Loan App,35553.78,Madhya Pradesh,Ujjain,V2_ZID_081,2026-01-05T11:28:04,2026-01-05T17:34:04.626578,2026-01-05T17:59:04.626578
V2CMP_0003088,TYP_01,OTP / KYC Fraud,39928.5,Haryana,Hisar,V2_ZID_103,2026-01-16T10:03:44,2026-01-16T11:35:25.414385,2026-01-16T11:46:25.414385
V2CMP_0003089,TYP_06,Marketplace / OLX Fraud,6867.49,Andhra Pradesh,Srikakulam,V2_ZID_120,2026-01-21T11:10:05,2026-01-21T12:13:59.491835,2026-01-21T12:46:59.491835
V2CMP_0003090,TYP_02,Fake Loan App,37046.65,Odisha,Khordha,V2_ZID_067,2026-01-04T12:45:18,2026-01-04T13:42:29.945450,2026-01-04T13:54:29.945450
V2CMP_0003091,TYP_01,OTP / KYC Fraud,14886.21,Gujarat,Surat,V2_ZID_047,2026-01-09T23:47:01,2026-01-10T03:41:27.899779,2026-01-10T04:12:27.899779
V2CMP_0003092,TYP_09,Romance / Honey Trap Scam,470467.38,Chhattisgarh,Raipur,V2_ZID_078,2026-01-07T09:58:31,2026-01-10T00:17:21.992793,2026-01-10T00:23:21.992793
V2CMP_0003093,TYP_02,Fake Loan App,9318.65,Haryana,Gurugram,V2_ZID_003,2026-01-11T13:06:53,2026-01-12T05:11:53.833421,2026-01-12T05:48:53.833421
V2CMP_0003094,TYP_07,Digital Arrest,162504.52,Assam,Jorhat,V2_ZID_093,2026-01-13T13:26:47,2026-01-13T15:26:52.559150,2026-01-13T15:34:52.559150
V2CMP_0003095,TYP_04,Investment / Crypto Scam,208023.06,Assam,Jorhat,V2_ZID_093,2026-01-05T12:25:28,2026-01-05T13:58:51.022458,2026-01-05T14:25:51.022458
V2CMP_0003096,TYP_08,SIM Swap / Account Takeover,68291.13,Punjab,Bathinda,V2_ZID_101,2026-01-21T04:26:41,2026-01-21T07:44:47.739844,2026-01-21T08:20:47.739844
V2CMP_0003097,TYP_04,Investment / Crypto Scam,433044.92,Rajasthan,Alwar,V2_ZID_054,2026-01-31T08:09:12,2026-01-31T11:54:32.966401,2026-01-31T12:25:32.966401
V2CMP_0003098,TYP_06,Marketplace / OLX Fraud,8055.42,Nagaland,Kohima,V2_ZID_095,2026-01-10T17:43:07,2026-01-11T23:10:49.457040,2026-01-11T23:51:49.457040
V2CMP_0003099,TYP_09,Romance / Honey Trap Scam,28814.09,Jharkhand,Deoghar,V2_ZID_064,2026-01-09T00:46:35,2026-01-09T01:42:18.275940,2026-01-09T01:56:18.275940
V2CMP_0003100,TYP_01,OTP / KYC Fraud,12104.99,Karnataka,Mysuru,V2_ZID_032,2026-01-21T09:31:36,2026-01-21T13:31:19.621577,2026-01-21T14:09:19.621577
V2CMP_0003101,TYP_08,SIM Swap / Account Takeover,108693.73,Kerala,Kannur,V2_ZID_113,2026-01-13T06:55:23,2026-01-13T08:36:31.655341,2026-01-13T08:44:31.655341
V2CMP_0003102,TYP_10,Courier / Parcel Scam,107623.78,Rajasthan,Ajmer,V2_ZID_082,2026-01-15T21:31:01,2026-01-15T21:52:04.836297,2026-01-15T22:03:04.836297
V2CMP_0003103,TYP_07,Digital Arrest,237695.18,Maharashtra,Mumbai Suburban,V2_ZID_040,2026-01-19T19:48:14,2026-01-19T23:09:38.148989,2026-01-19T23:14:38.148989
V2CMP_0003104,TYP_10,Courier / Parcel Scam,47825.14,Maharashtra,Pune,V2_ZID_042,2026-01-06T20:07:35,2026-01-06T21:55:58.940728,2026-01-06T22:22:58.940728
V2CMP_0003105,TYP_04,Investment / Crypto Scam,451351.57,Assam,Jorhat,V2_ZID_093,2026-01-05T20:40:00,2026-01-05T22:06:58.127405,2026-01-05T22:38:58.127405
V2CMP_0003106,TYP_09,Romance / Honey Trap Scam,212247.52,Haryana,Rohtak,V2_ZID_016,2026-01-19T09:40:42,2026-01-19T12:01:10.908829,2026-01-19T12:13:10.908829
V2CMP_0003107,TYP_07,Digital Arrest,1702385.36,Madhya Pradesh,Sagar,V2_ZID_077,2026-01-10T12:42:02,2026-01-10T14:54:01.021106,2026-01-12T13:25:10.580614
V2CMP_0003108,TYP_03,Part-Time Job Scam,195928.8,Karnataka,Mysuru,V2_ZID_032,2026-01-16T18:57:20,2026-01-17T06:42:48.286441,2026-01-17T06:56:48.286441
V2CMP_0003109,TYP_02,Fake Loan App,21595.8,Kerala,Palakkad,V2_ZID_114,2026-01-24T18:16:03,2026-01-24T23:09:23.736093,2026-01-24T23:35:23.736093
V2CMP_0003110,TYP_10,Courier / Parcel Scam,62142.87,Chhattisgarh,Korba,V2_ZID_084,2026-01-11T22:23:48,2026-01-13T03:31:41.400374,2026-01-13T04:08:41.400374
V2CMP_0003111,TYP_10,Courier / Parcel Scam,66254.25,Rajasthan,Ajmer,V2_ZID_082,2026-01-08T14:33:56,2026-01-08T15:15:21.737992,2026-01-08T15:46:21.737992
V2CMP_0003112,TYP_04,Investment / Crypto Scam,591933.38,Maharashtra,Ratnagiri,V2_ZID_111,2026-01-18T09:01:08,2026-01-19T22:47:11.306538,2026-01-19T23:00:11.306538
V2CMP_0003113,TYP_08,SIM Swap / Account Takeover,86134.9,Karnataka,Bengaluru Urban,V2_ZID_020,2026-01-02T18:01:19,2026-01-02T21:01:18.187841,2026-01-02T21:21:18.187841
V2CMP_0003114,TYP_08,SIM Swap / Account Takeover,364483.88,Himachal Pradesh,Kangra,V2_ZID_106,2026-01-31T12:36:11,2026-01-31T22:18:55.458266,2026-01-31T22:43:55.458266
V2CMP_0003115,TYP_08,SIM Swap / Account Takeover,48080.18,Rajasthan,Alwar,V2_ZID_054,2026-01-19T10:14:49,2026-01-19T11:53:11.042958,2026-01-19T12:02:11.042958
V2CMP_0003116,TYP_05,Sextortion,43954.03,Karnataka,Bengaluru Urban,V2_ZID_020,2026-01-27T19:33:53,2026-01-27T20:06:13.334088,2026-01-27T20:29:13.334088
V2CMP_0003117,TYP_07,Digital Arrest,173954.57,Assam,Jorhat,V2_ZID_093,2026-01-23T17:44:30,2026-01-24T16:13:57.304472,2026-01-24T16:21:57.304472
V2CMP_0003118,TYP_06,Marketplace / OLX Fraud,8842.72,Rajasthan,Ajmer,V2_ZID_082,2026-01-12T11:30:58,2026-01-13T03:45:47.098484,2026-01-14T13:01:24.728885
V2CMP_0003119,TYP_07,Digital Arrest,177371.23,Punjab,Hoshiarpur,V2_ZID_102,2026-01-25T10:08:47,2026-01-25T15:57:30.483304,2026-01-25T16:11:30.483304
V2CMP_0003120,TYP_06,Marketplace / OLX Fraud,10233.4,Karnataka,Mysuru,V2_ZID_032,2026-01-12T13:57:13,2026-01-12T15:53:41.947834,2026-01-12T16:03:41.947834
V2CMP_0003121,TYP_02,Fake Loan App,17751.7,Telangana,Hyderabad,V2_ZID_022,2026-01-24T09:30:14,2026-01-24T16:15:30.381831,2026-01-24T16:56:30.381831
V2CMP_0003122,TYP_04,Investment / Crypto Scam,1113869.26,Jharkhand,Dhanbad,V2_ZID_066,2026-01-15T09:05:41,2026-01-15T20:47:51.769139,2026-01-15T21:03:51.769139
V2CMP_0003123,TYP_08,SIM Swap / Account Takeover,118609.53,Telangana,Hyderabad,V2_ZID_022,2026-01-10T14:33:27,2026-01-10T16:55:14.879193,2026-01-10T17:06:14.879193
V2CMP_0003124,TYP_04,Investment / Crypto Scam,870048.0,Haryana,Gurugram,V2_ZID_003,2026-01-22T14:33:03,2026-01-22T15:13:21.031139,2026-01-24T15:35:19.653325
V2CMP_0003125,TYP_04,Investment / Crypto Scam,392541.7,Jammu & Kashmir,Jammu,V2_ZID_108,2026-01-07T09:20:34,2026-01-07T13:17:47.131493,2026-01-07T13:35:47.131493
V2CMP_0003126,TYP_03,Part-Time Job Scam,41970.32,Karnataka,Udupi,V2_ZID_115,2026-01-21T20:10:12,2026-01-22T00:37:01.547058,2026-01-22T00:58:01.547058
V2CMP_0003127,TYP_06,Marketplace / OLX Fraud,6114.43,Jammu & Kashmir,Srinagar,V2_ZID_107,2026-01-23T12:39:57,2026-01-23T18:39:57,2026-01-23T19:11:57
V2CMP_0003128,TYP_09,Romance / Honey Trap Scam,218645.67,Haryana,Panipat,V2_ZID_015,2026-01-29T17:43:02,2026-01-30T04:53:07.767052,2026-01-30T05:06:07.767052
V2CMP_0003129,TYP_07,Digital Arrest,121589.71,Manipur,Imphal West,V2_ZID_091,2026-01-13T02:27:27,2026-01-14T15:27:59.643087,2026-01-15T03:31:57.009690
V2CMP_0003130,TYP_09,Romance / Honey Trap Scam,77307.64,Punjab,Ludhiana,V2_ZID_098,2026-01-05T10:05:03,2026-01-08T03:22:12.305872,2026-01-08T03:35:12.305872
V2CMP_0003131,TYP_10,Courier / Parcel Scam,47492.33,Madhya Pradesh,Satna,V2_ZID_086,2026-01-28T10:05:17,2026-01-29T01:03:09.640647,2026-01-29T01:28:09.640647
V2CMP_0003132,TYP_03,Part-Time Job Scam,103729.48,Chhattisgarh,Korba,V2_ZID_084,2026-01-06T21:57:53,2026-01-06T22:54:54.617291,2026-01-06T23:31:54.617291
V2CMP_0003133,TYP_04,Investment / Crypto Scam,231347.8,Assam,Dibrugarh,V2_ZID_088,2026-01-19T20:49:41,2026-01-21T13:53:55.791694,2026-01-21T14:32:55.791694
V2CMP_0003134,TYP_02,Fake Loan App,7892.31,Kerala,Kannur,V2_ZID_113,2026-01-13T15:36:19,2026-01-13T17:42:30.553716,2026-01-13T17:59:30.553716
V2CMP_0003135,TYP_07,Digital Arrest,1025049.3,Manipur,Imphal West,V2_ZID_091,2026-01-11T17:31:53,2026-01-11T23:59:51.749769,2026-01-12T00:36:51.749769
V2CMP_0003136,TYP_01,OTP / KYC Fraud,66686.51,Bihar,Katihar,V2_ZID_072,2026-01-21T13:21:32,2026-01-21T15:22:10.346330,2026-01-21T15:34:10.346330
V2CMP_0003137,TYP_04,Investment / Crypto Scam,450533.41,Andhra Pradesh,Vizianagaram,V2_ZID_118,2026-01-07T11:56:57,2026-01-10T02:57:40.645782,2026-01-10T03:26:40.645782
V2CMP_0003138,TYP_05,Sextortion,37322.71,Odisha,Cuttack,V2_ZID_068,2026-01-12T22:12:04,2026-01-14T16:22:32.015652,2026-01-14T16:40:32.015652
V2CMP_0003139,TYP_03,Part-Time Job Scam,125873.55,Haryana,Panipat,V2_ZID_015,2026-01-07T20:32:35,2026-01-11T09:10:55.601886,2026-01-11T09:22:55.601886
V2CMP_0003140,TYP_01,OTP / KYC Fraud,9111.91,Haryana,Ambala,V2_ZID_104,2026-01-20T23:38:46,2026-01-21T01:43:25.155515,2026-01-21T01:50:25.155515
V2CMP_0003141,TYP_05,Sextortion,20983.78,Tamil Nadu,Chennai,V2_ZID_024,2026-01-27T18:33:10,2026-01-28T08:41:02.212544,2026-01-28T09:20:02.212544
V2CMP_0003142,TYP_08,SIM Swap / Account Takeover,228124.64,Madhya Pradesh,Jabalpur,V2_ZID_075,2026-01-27T19:48:57,2026-01-27T21:22:58.639801,2026-01-27T21:44:58.639801
V2CMP_0003143,TYP_02,Fake Loan App,7330.27,Bihar,Gaya,V2_ZID_061,2026-01-25T19:44:20,2026-01-25T22:38:55.048436,2026-01-25T22:47:55.048436
V2CMP_0003144,TYP_02,Fake Loan App,12759.68,West Bengal,North 24 Parganas,V2_ZID_057,2026-01-10T17:59:04,2026-01-10T23:55:12.741683,2026-01-11T00:11:12.741683
V2CMP_0003145,TYP_05,Sextortion,15199.53,West Bengal,North 24 Parganas,V2_ZID_057,2026-01-08T11:02:42,2026-01-09T12:21:43.077776,2026-01-09T13:00:43.077776
V2CMP_0003146,TYP_01,OTP / KYC Fraud,72921.41,Rajasthan,Alwar,V2_ZID_054,2026-01-14T11:46:28,2026-01-17T07:21:16.582849,2026-01-17T07:53:16.582849
V2CMP_0003147,TYP_06,Marketplace / OLX Fraud,14342.01,Uttar Pradesh,Gautam Buddha Nagar,V2_ZID_004,2026-01-24T11:52:50,2026-01-27T22:56:19.055209,2026-01-27T23:12:19.055209
V2CMP_0003148,TYP_07,Digital Arrest,627304.0,Uttar Pradesh,Lucknow,V2_ZID_009,2026-01-25T08:01:56,2026-01-25T10:35:45.259572,2026-01-25T10:47:45.259572
V2CMP_0003149,TYP_09,Romance / Honey Trap Scam,729031.56,Odisha,Dhenkanal,V2_ZID_069,2026-01-08T07:46:17,2026-01-10T02:42:10.124340,2026-01-10T03:22:10.124340
V2CMP_0003150,TYP_01,OTP / KYC Fraud,46040.79,Chhattisgarh,Bilaspur,V2_ZID_079,2026-01-28T17:26:30,2026-01-28T19:51:39.563427,2026-01-28T20:31:39.563427
V2CMP_0003151,TYP_06,Marketplace / OLX Fraud,7047.68,Karnataka,Mysuru,V2_ZID_032,2026-01-31T21:55:20,2026-01-31T22:25:20,2026-01-31T23:08:20
